Sentence,Supar_CDS,Stanza_off_the_shelf,Gold_annotation
moo moo .,"1	moo	_	_	_	_	0	root	_	_
2	moo	_	_	_	_	1	flat	_	_
3	.	_	_	_	_	1	punct	_	_","1	moo	_	INTJ	UH	_	2	discourse	_	_
2	moo	_	NOUN	NN	_	0	root	_	_
3	.	_	PUNCT	.	_	2	punct	_	_","1	Moo	moo	PROPN	NNP	_	0	root	0:root	_
2	moo	moo	PROPN	NNP	_	1	flat	1:flat	SpaceAfter=No
3	.	.	PUNCT	.	_	1	punct	1:punct	_
"
neigh neigh .,"1	neigh	_	_	_	_	0	root	_	_
2	neigh	_	_	_	_	1	flat	_	_
3	.	_	_	_	_	1	punct	_	_","1	neigh	_	VERB	VB	_	0	root	_	_
2	neigh	_	NOUN	NN	_	1	obj	_	_
3	.	_	PUNCT	.	_	1	punct	_	_","1	Neigh	neigh	NOUN	NN	_	0	root	0:root	_
2	neigh	neigh	NOUN	NN	_	1	conj	1:conj	SpaceAfter=No
3	.	.	PUNCT	.	_	1	punct	1:punct	_
"
firstname like's elephants too .,"1	firstname	_	_	_	_	2	nsubj	_	_
2	like's	_	_	_	_	0	root	_	_
3	elephants	_	_	_	_	2	obj	_	_
4	too	_	_	_	_	2	advmod	_	_
5	.	_	_	_	_	2	punct	_	_","1	firstname	_	ADJ	JJ	_	4	amod	_	_
2	like	_	INTJ	UH	_	4	discourse	_	_
3	's	_	AUX	VBZ	_	4	cop	_	_
4	elephants	_	NOUN	NNS	_	0	root	_	_
5	too	_	ADV	RB	_	4	advmod	_	_
6	.	_	PUNCT	.	_	4	punct	_	_",
Mummy do it .,"1	Mummy	_	_	_	_	2	vocative	_	_
2	do	_	_	_	_	0	root	_	_
3	it	_	_	_	_	2	obj	_	_
4	.	_	_	_	_	2	punct	_	_","1	Mummy	_	NOUN	NN	_	2	nsubj	_	_
2	do	_	VERB	VB	_	0	root	_	_
3	it	_	PRON	PRP	_	2	obj	_	_
4	.	_	PUNCT	.	_	2	punct	_	_","1	Mummy	mummy	NOUN	NN	_	2	nsubj	2:nsubj	_
2	do	do	VERB	VB	_	0	root	0:root	_
3	it	it	PRON	PRP	_	2	obj	2:obj	SpaceAfter=No
4	.	.	PUNCT	.	_	2	punct	2:punct	_
"
Mummy do it .,"1	Mummy	_	_	_	_	2	vocative	_	_
2	do	_	_	_	_	0	root	_	_
3	it	_	_	_	_	2	obj	_	_
4	.	_	_	_	_	2	punct	_	_","1	Mummy	_	NOUN	NN	_	2	nsubj	_	_
2	do	_	VERB	VB	_	0	root	_	_
3	it	_	PRON	PRP	_	2	obj	_	_
4	.	_	PUNCT	.	_	2	punct	_	_","1	Mummy	mummy	NOUN	NN	_	2	nsubj	2:nsubj	_
2	do	do	VERB	VB	_	0	root	0:root	_
3	it	it	PRON	PRP	_	2	obj	2:obj	SpaceAfter=No
4	.	.	PUNCT	.	_	2	punct	2:punct	_
"
Mummy do it .,"1	Mummy	_	_	_	_	2	vocative	_	_
2	do	_	_	_	_	0	root	_	_
3	it	_	_	_	_	2	obj	_	_
4	.	_	_	_	_	2	punct	_	_","1	Mummy	_	NOUN	NN	_	2	nsubj	_	_
2	do	_	VERB	VB	_	0	root	_	_
3	it	_	PRON	PRP	_	2	obj	_	_
4	.	_	PUNCT	.	_	2	punct	_	_","1	Mummy	mummy	NOUN	NN	_	2	nsubj	2:nsubj	_
2	do	do	VERB	VB	_	0	root	0:root	_
3	it	it	PRON	PRP	_	2	obj	2:obj	SpaceAfter=No
4	.	.	PUNCT	.	_	2	punct	2:punct	_
"
Mummy do it .,"1	Mummy	_	_	_	_	2	vocative	_	_
2	do	_	_	_	_	0	root	_	_
3	it	_	_	_	_	2	obj	_	_
4	.	_	_	_	_	2	punct	_	_","1	Mummy	_	NOUN	NN	_	2	nsubj	_	_
2	do	_	VERB	VB	_	0	root	_	_
3	it	_	PRON	PRP	_	2	obj	_	_
4	.	_	PUNCT	.	_	2	punct	_	_","1	Mummy	mummy	NOUN	NN	_	2	nsubj	2:nsubj	_
2	do	do	VERB	VB	_	0	root	0:root	_
3	it	it	PRON	PRP	_	2	obj	2:obj	SpaceAfter=No
4	.	.	PUNCT	.	_	2	punct	2:punct	_
"
one two three four five .,"1	one	_	_	_	_	0	root	_	_
2	two	_	_	_	_	1	conj	_	_
3	three	_	_	_	_	1	conj	_	_
4	four	_	_	_	_	1	conj	_	_
5	five	_	_	_	_	1	conj	_	_
6	.	_	_	_	_	1	punct	_	_","1	one	_	NUM	CD	_	3	compound	_	_
2	two	_	NUM	CD	_	3	compound	_	_
3	three	_	NUM	CD	_	4	compound	_	_
4	four	_	NUM	CD	_	5	nummod	_	_
5	five	_	NUM	CD	_	0	root	_	_
6	.	_	PUNCT	.	_	5	punct	_	_","1	One	one	NUM	CD	_	0	root	0:root	_
2	two	two	NUM	CD	_	1	conj	1:conj	_
3	three	three	NUM	CD	_	1	conj	1:conj	_
4	four	four	NUM	CD	_	1	conj	1:conj	_
5	five	five	NUM	CD	_	1	conj	1:conj	SpaceAfter=No
6	.	.	PUNCT	.	_	1	punct	1:punct	_
"
one two three four five .,"1	one	_	_	_	_	0	root	_	_
2	two	_	_	_	_	1	conj	_	_
3	three	_	_	_	_	1	conj	_	_
4	four	_	_	_	_	1	conj	_	_
5	five	_	_	_	_	1	conj	_	_
6	.	_	_	_	_	1	punct	_	_","1	one	_	NUM	CD	_	3	compound	_	_
2	two	_	NUM	CD	_	3	compound	_	_
3	three	_	NUM	CD	_	4	compound	_	_
4	four	_	NUM	CD	_	5	nummod	_	_
5	five	_	NUM	CD	_	0	root	_	_
6	.	_	PUNCT	.	_	5	punct	_	_","1	One	one	NUM	CD	_	0	root	0:root	_
2	two	two	NUM	CD	_	1	conj	1:conj	_
3	three	three	NUM	CD	_	1	conj	1:conj	_
4	four	four	NUM	CD	_	1	conj	1:conj	_
5	five	five	NUM	CD	_	1	conj	1:conj	SpaceAfter=No
6	.	.	PUNCT	.	_	1	punct	1:punct	_
"
one two three four five .,"1	one	_	_	_	_	0	root	_	_
2	two	_	_	_	_	1	conj	_	_
3	three	_	_	_	_	1	conj	_	_
4	four	_	_	_	_	1	conj	_	_
5	five	_	_	_	_	1	conj	_	_
6	.	_	_	_	_	1	punct	_	_","1	one	_	NUM	CD	_	3	compound	_	_
2	two	_	NUM	CD	_	3	compound	_	_
3	three	_	NUM	CD	_	4	compound	_	_
4	four	_	NUM	CD	_	5	nummod	_	_
5	five	_	NUM	CD	_	0	root	_	_
6	.	_	PUNCT	.	_	5	punct	_	_","1	One	one	NUM	CD	_	0	root	0:root	_
2	two	two	NUM	CD	_	1	conj	1:conj	_
3	three	three	NUM	CD	_	1	conj	1:conj	_
4	four	four	NUM	CD	_	1	conj	1:conj	_
5	five	five	NUM	CD	_	1	conj	1:conj	SpaceAfter=No
6	.	.	PUNCT	.	_	1	punct	1:punct	_
"
seven eight nine ten .,"1	seven	_	_	_	_	0	root	_	_
2	eight	_	_	_	_	1	conj	_	_
3	nine	_	_	_	_	1	conj	_	_
4	ten	_	_	_	_	1	conj	_	_
5	.	_	_	_	_	1	punct	_	_","1	seven	_	NUM	CD	_	3	nummod	_	_
2	eight	_	NUM	CD	_	3	compound	_	_
3	nine	_	NUM	CD	_	4	nummod	_	_
4	ten	_	NUM	CD	_	0	root	_	_
5	.	_	PUNCT	.	_	4	punct	_	_",
crunch crunch .,"1	crunch	_	_	_	_	0	root	_	_
2	crunch	_	_	_	_	1	conj	_	_
3	.	_	_	_	_	1	punct	_	_","1	crunch	_	NOUN	NN	_	2	compound	_	_
2	crunch	_	NOUN	NN	_	0	root	_	_
3	.	_	PUNCT	.	_	2	punct	_	_",
blue blue blue .,"1	blue	_	_	_	_	0	root	_	_
2	blue	_	_	_	_	1	conj	_	_
3	blue	_	_	_	_	1	conj	_	_
4	.	_	_	_	_	1	punct	_	_","1	blue	_	ADJ	JJ	_	3	amod	_	_
2	blue	_	ADJ	JJ	_	3	amod	_	_
3	blue	_	NOUN	NN	_	0	root	_	_
4	.	_	PUNCT	.	_	3	punct	_	_","1	Blue	blue	ADJ	JJ	_	0	root	0:root	_
2	blue	blue	ADJ	JJ	_	1	conj	1:conj	_
3	blue	blue	NOUN	NN	_	1	conj	1:conj	SpaceAfter=No
4	.	.	PUNCT	.	_	1	punct	1:punct	_
"
my Fireman Sam .,"1	my	_	_	_	_	2	nmod:poss	_	_
2	Fireman	_	_	_	_	0	root	_	_
3	Sam	_	_	_	_	2	flat	_	_
4	.	_	_	_	_	2	punct	_	_","1	my	_	PRON	PRP$	_	3	nmod:poss	_	_
2	Fireman	_	PROPN	NNP	_	3	compound	_	_
3	Sam	_	PROPN	NNP	_	0	root	_	_
4	.	_	PUNCT	.	_	3	punct	_	_",
climb up my ladders .,"1	climb	_	_	_	_	0	root	_	_
2	up	_	_	_	_	4	case	_	_
3	my	_	_	_	_	4	nmod:poss	_	_
4	ladders	_	_	_	_	1	obl	_	_
5	.	_	_	_	_	1	punct	_	_","1	climb	_	VERB	VB	_	0	root	_	_
2	up	_	ADP	RP	_	1	compound:prt	_	_
3	my	_	PRON	PRP$	_	4	nmod:poss	_	_
4	ladders	_	NOUN	NNS	_	1	obj	_	_
5	.	_	PUNCT	.	_	1	punct	_	_",
blow up and down .,"1	blow	_	_	_	_	0	root	_	_
2	up	_	_	_	_	1	advmod	_	_
3	and	_	_	_	_	4	cc	_	_
4	down	_	_	_	_	2	conj	_	_
5	.	_	_	_	_	1	punct	_	_","1	blow	_	VERB	VB	_	0	root	_	_
2	up	_	ADP	RP	_	1	compound:prt	_	_
3	and	_	CCONJ	CC	_	4	cc	_	_
4	down	_	ADP	RP	_	1	conj	_	_
5	.	_	PUNCT	.	_	1	punct	_	_",
one two three four five .,"1	one	_	_	_	_	0	root	_	_
2	two	_	_	_	_	1	conj	_	_
3	three	_	_	_	_	1	conj	_	_
4	four	_	_	_	_	1	conj	_	_
5	five	_	_	_	_	1	conj	_	_
6	.	_	_	_	_	1	punct	_	_","1	one	_	NUM	CD	_	3	compound	_	_
2	two	_	NUM	CD	_	3	compound	_	_
3	three	_	NUM	CD	_	4	compound	_	_
4	four	_	NUM	CD	_	5	nummod	_	_
5	five	_	NUM	CD	_	0	root	_	_
6	.	_	PUNCT	.	_	5	punct	_	_","1	One	one	NUM	CD	_	0	root	0:root	_
2	two	two	NUM	CD	_	1	conj	1:conj	_
3	three	three	NUM	CD	_	1	conj	1:conj	_
4	four	four	NUM	CD	_	1	conj	1:conj	_
5	five	five	NUM	CD	_	1	conj	1:conj	SpaceAfter=No
6	.	.	PUNCT	.	_	1	punct	1:punct	_
"
one two three four .,"1	one	_	_	_	_	0	root	_	_
2	two	_	_	_	_	1	conj	_	_
3	three	_	_	_	_	1	conj	_	_
4	four	_	_	_	_	1	conj	_	_
5	.	_	_	_	_	1	punct	_	_","1	one	_	NUM	CD	_	3	compound	_	_
2	two	_	NUM	CD	_	3	compound	_	_
3	three	_	NUM	CD	_	4	nummod	_	_
4	four	_	NUM	CD	_	0	root	_	_
5	.	_	PUNCT	.	_	4	punct	_	_","1	One	one	NUM	CD	_	0	root	0:root	_
2	two	two	NUM	CD	_	1	conj	1:conj	_
3	three	three	NUM	CD	_	1	conj	1:conj	_
4	four	four	NUM	CD	_	1	conj	1:conj	SpaceAfter=No
5	.	.	PUNCT	.	_	1	punct	1:punct	_
"
my Fireman Sam .,"1	my	_	_	_	_	2	nmod:poss	_	_
2	Fireman	_	_	_	_	0	root	_	_
3	Sam	_	_	_	_	2	flat	_	_
4	.	_	_	_	_	2	punct	_	_","1	my	_	PRON	PRP$	_	3	nmod:poss	_	_
2	Fireman	_	PROPN	NNP	_	3	compound	_	_
3	Sam	_	PROPN	NNP	_	0	root	_	_
4	.	_	PUNCT	.	_	3	punct	_	_",
it's not going .,"1	it's	_	_	_	_	3	nsubj	_	_
2	not	_	_	_	_	3	advmod	_	_
3	going	_	_	_	_	0	root	_	_
4	.	_	_	_	_	3	punct	_	_","1	it	_	PRON	PRP	_	4	nsubj	_	_
2	's	_	AUX	VBZ	_	4	aux	_	_
3	not	_	PART	RB	_	4	advmod	_	_
4	going	_	VERB	VBG	_	0	root	_	_
5	.	_	PUNCT	.	_	4	punct	_	_",
"hello , cat food .","1	hello	_	_	_	_	4	discourse	_	_
2	,	_	_	_	_	4	mark	_	_
3	cat	_	_	_	_	4	compound	_	_
4	food	_	_	_	_	0	root	_	_
5	.	_	_	_	_	4	punct	_	_","1	hello	_	INTJ	UH	_	4	discourse	_	_
2	,	_	PUNCT	,	_	1	punct	_	_
3	cat	_	NOUN	NN	_	4	compound	_	_
4	food	_	NOUN	NN	_	0	root	_	_
5	.	_	PUNCT	.	_	4	punct	_	_",
Tinky Winky and Dipsy look .,"1	Tinky	_	_	_	_	0	root	_	_
2	Winky	_	_	_	_	1	conj	_	_
3	and	_	_	_	_	4	cc	_	_
4	Dipsy	_	_	_	_	1	conj	_	_
5	look	_	_	_	_	1	parataxis	_	_
6	.	_	_	_	_	1	punct	_	_","1	Tinky	_	PROPN	NNP	_	5	nsubj	_	_
2	Winky	_	PROPN	NNP	_	1	flat	_	_
3	and	_	CCONJ	CC	_	4	cc	_	_
4	Dipsy	_	PROPN	NNP	_	1	conj	_	_
5	look	_	VERB	VBP	_	0	root	_	_
6	.	_	PUNCT	.	_	5	punct	_	_",
ice ice .,"1	ice	_	_	_	_	0	root	_	_
2	ice	_	_	_	_	1	conj	_	_
3	.	_	_	_	_	1	punct	_	_","1	ice	_	NOUN	NN	_	2	compound	_	_
2	ice	_	NOUN	NN	_	0	root	_	_
3	.	_	PUNCT	.	_	2	punct	_	_",
eating them all up .,"1	eating	_	_	_	_	0	root	_	_
2	them	_	_	_	_	1	obj	_	_
3	all	_	_	_	_	2	det	_	_
4	up	_	_	_	_	1	compound:prt	_	_
5	.	_	_	_	_	1	punct	_	_","1	eating	_	VERB	VBG	_	0	root	_	_
2	them	_	PRON	PRP	_	1	obj	_	_
3	all	_	DET	DT	_	4	det	_	_
4	up	_	ADP	RP	_	1	compound:prt	_	_
5	.	_	PUNCT	.	_	1	punct	_	_",
the little boy eating the strawberry .,"1	the	_	_	_	_	3	det	_	_
2	little	_	_	_	_	3	amod	_	_
3	boy	_	_	_	_	4	nsubj	_	_
4	eating	_	_	_	_	0	root	_	_
5	the	_	_	_	_	6	det	_	_
6	strawberry	_	_	_	_	4	obj	_	_
7	.	_	_	_	_	4	punct	_	_","1	the	_	DET	DT	_	3	det	_	_
2	little	_	ADJ	JJ	_	3	amod	_	_
3	boy	_	NOUN	NN	_	0	root	_	_
4	eating	_	VERB	VBG	_	3	acl	_	_
5	the	_	DET	DT	_	6	det	_	_
6	strawberry	_	NOUN	NN	_	4	obj	_	_
7	.	_	PUNCT	.	_	3	punct	_	_",
Daddy have one too .,"1	Daddy	_	_	_	_	2	vocative	_	_
2	have	_	_	_	_	0	root	_	_
3	one	_	_	_	_	2	obj	_	_
4	too	_	_	_	_	2	advmod	_	_
5	.	_	_	_	_	2	punct	_	_","1	Daddy	_	PROPN	NNP	_	2	nsubj	_	_
2	have	_	VERB	VBP	_	0	root	_	_
3	one	_	NUM	CD	_	2	obj	_	_
4	too	_	ADV	RB	_	2	advmod	_	_
5	.	_	PUNCT	.	_	2	punct	_	_",
uh Teletubbies look big bears .,"1	uh	_	_	_	_	3	discourse	_	_
2	Teletubbies	_	_	_	_	3	nsubj	_	_
3	look	_	_	_	_	0	root	_	_
4	big	_	_	_	_	5	amod	_	_
5	bears	_	_	_	_	3	xcomp	_	_
6	.	_	_	_	_	3	punct	_	_","1	uh	_	INTJ	UH	_	3	discourse	_	_
2	Teletubbies	_	NOUN	NNS	_	3	nsubj	_	_
3	look	_	VERB	VBP	_	0	root	_	_
4	big	_	ADJ	JJ	_	5	amod	_	_
5	bears	_	NOUN	NNS	_	3	obj	_	_
6	.	_	PUNCT	.	_	3	punct	_	_",
Teletubb dicky birds on a Christmas tree .,"1	Teletubb	_	_	_	_	3	reparandum	_	_
2	dicky	_	_	_	_	3	amod	_	_
3	birds	_	_	_	_	0	root	_	_
4	on	_	_	_	_	7	case	_	_
5	a	_	_	_	_	7	det	_	_
6	Christmas	_	_	_	_	7	compound	_	_
7	tree	_	_	_	_	3	nmod	_	_
8	.	_	_	_	_	3	punct	_	_","1	Teletubb	_	NOUN	NN	_	3	compound	_	_
2	dicky	_	NOUN	NN	_	3	compound	_	_
3	birds	_	NOUN	NNS	_	0	root	_	_
4	on	_	ADP	IN	_	7	case	_	_
5	a	_	DET	DT	_	7	det	_	_
6	Christmas	_	PROPN	NNP	_	7	compound	_	_
7	tree	_	NOUN	NN	_	3	nmod	_	_
8	.	_	PUNCT	.	_	3	punct	_	_",
what's burial grounds ?,"1	what's	_	_	_	_	0	root	_	_
2	burial	_	_	_	_	3	compound	_	_
3	grounds	_	_	_	_	1	nsubj	_	_
4	?	_	_	_	_	1	punct	_	_","1	what	_	PRON	WP	_	0	root	_	_
2	's	_	AUX	VBZ	_	1	cop	_	_
3	burial	_	NOUN	NN	_	4	compound	_	_
4	grounds	_	NOUN	NNS	_	1	nsubj	_	_
5	?	_	PUNCT	.	_	1	punct	_	_",
no no with our honey bread .,"1	no	_	_	_	_	6	discourse	_	_
2	no	_	_	_	_	1	conj	_	_
3	with	_	_	_	_	6	case	_	_
4	our	_	_	_	_	6	nmod:poss	_	_
5	honey	_	_	_	_	6	compound	_	_
6	bread	_	_	_	_	0	root	_	_
7	.	_	_	_	_	6	punct	_	_","1	no	_	INTJ	UH	_	2	discourse	_	_
2	no	_	INTJ	UH	_	6	discourse	_	_
3	with	_	ADP	IN	_	6	case	_	_
4	our	_	PRON	PRP$	_	6	nmod:poss	_	_
5	honey	_	NOUN	NN	_	6	compound	_	_
6	bread	_	NOUN	NN	_	0	root	_	_
7	.	_	PUNCT	.	_	2	punct	_	_",
which parts did you like best ?,"1	which	_	_	_	_	2	det	_	_
2	parts	_	_	_	_	5	obj	_	_
3	did	_	_	_	_	5	aux	_	_
4	you	_	_	_	_	5	nsubj	_	_
5	like	_	_	_	_	0	root	_	_
6	best	_	_	_	_	5	advmod	_	_
7	?	_	_	_	_	5	punct	_	_","1	which	_	DET	WDT	_	2	det	_	_
2	parts	_	NOUN	NNS	_	5	obj	_	_
3	did	_	AUX	VBD	_	5	aux	_	_
4	you	_	PRON	PRP	_	5	nsubj	_	_
5	like	_	VERB	VB	_	0	root	_	_
6	best	_	ADJ	JJS	_	5	xcomp	_	_
7	?	_	PUNCT	.	_	5	punct	_	_",
Nin Nin .,"1	Nin	_	_	_	_	0	root	_	_
2	Nin	_	_	_	_	1	conj	_	_
3	.	_	_	_	_	1	punct	_	_","1	Nin	_	PROPN	NNP	_	0	root	_	_
2	Nin	_	PROPN	NNP	_	1	flat	_	_
3	.	_	PUNCT	.	_	1	punct	_	_",
Nin Nin .,"1	Nin	_	_	_	_	0	root	_	_
2	Nin	_	_	_	_	1	conj	_	_
3	.	_	_	_	_	1	punct	_	_","1	Nin	_	PROPN	NNP	_	0	root	_	_
2	Nin	_	PROPN	NNP	_	1	flat	_	_
3	.	_	PUNCT	.	_	1	punct	_	_",
Nin Nin .,"1	Nin	_	_	_	_	0	root	_	_
2	Nin	_	_	_	_	1	conj	_	_
3	.	_	_	_	_	1	punct	_	_","1	Nin	_	PROPN	NNP	_	0	root	_	_
2	Nin	_	PROPN	NNP	_	1	flat	_	_
3	.	_	PUNCT	.	_	1	punct	_	_",
help help .,"1	help	_	_	_	_	0	root	_	_
2	help	_	_	_	_	1	conj	_	_
3	.	_	_	_	_	1	punct	_	_","1	help	_	VERB	VB	_	0	root	_	_
2	help	_	VERB	VB	_	1	xcomp	_	_
3	.	_	PUNCT	.	_	1	punct	_	_","1	Help	help	NOUN	NN	_	0	root	0:root	_
2	help	help	NOUN	NN	_	1	conj	1:conj	SpaceAfter=No
3	.	.	PUNCT	.	_	1	punct	1:punct	_
"
Nin Nin .,"1	Nin	_	_	_	_	0	root	_	_
2	Nin	_	_	_	_	1	conj	_	_
3	.	_	_	_	_	1	punct	_	_","1	Nin	_	PROPN	NNP	_	0	root	_	_
2	Nin	_	PROPN	NNP	_	1	flat	_	_
3	.	_	PUNCT	.	_	1	punct	_	_",
Nin Nin .,"1	Nin	_	_	_	_	0	root	_	_
2	Nin	_	_	_	_	1	conj	_	_
3	.	_	_	_	_	1	punct	_	_","1	Nin	_	PROPN	NNP	_	0	root	_	_
2	Nin	_	PROPN	NNP	_	1	flat	_	_
3	.	_	PUNCT	.	_	1	punct	_	_",
Nin Nin .,"1	Nin	_	_	_	_	0	root	_	_
2	Nin	_	_	_	_	1	conj	_	_
3	.	_	_	_	_	1	punct	_	_","1	Nin	_	PROPN	NNP	_	0	root	_	_
2	Nin	_	PROPN	NNP	_	1	flat	_	_
3	.	_	PUNCT	.	_	1	punct	_	_",
Nin Nin .,"1	Nin	_	_	_	_	0	root	_	_
2	Nin	_	_	_	_	1	conj	_	_
3	.	_	_	_	_	1	punct	_	_","1	Nin	_	PROPN	NNP	_	0	root	_	_
2	Nin	_	PROPN	NNP	_	1	flat	_	_
3	.	_	PUNCT	.	_	1	punct	_	_",
Nin Nin .,"1	Nin	_	_	_	_	0	root	_	_
2	Nin	_	_	_	_	1	conj	_	_
3	.	_	_	_	_	1	punct	_	_","1	Nin	_	PROPN	NNP	_	0	root	_	_
2	Nin	_	PROPN	NNP	_	1	flat	_	_
3	.	_	PUNCT	.	_	1	punct	_	_",
Nin Nin tea .,"1	Nin	_	_	_	_	2	reparandum	_	_
2	Nin	_	_	_	_	3	nummod	_	_
3	tea	_	_	_	_	0	root	_	_
4	.	_	_	_	_	3	punct	_	_","1	Nin	_	PROPN	NNP	_	3	compound	_	_
2	Nin	_	PROPN	NNP	_	1	flat	_	_
3	tea	_	NOUN	NN	_	0	root	_	_
4	.	_	PUNCT	.	_	3	punct	_	_",
Nin Nin .,"1	Nin	_	_	_	_	0	root	_	_
2	Nin	_	_	_	_	1	conj	_	_
3	.	_	_	_	_	1	punct	_	_","1	Nin	_	PROPN	NNP	_	0	root	_	_
2	Nin	_	PROPN	NNP	_	1	flat	_	_
3	.	_	PUNCT	.	_	1	punct	_	_",
snip snip .,"1	snip	_	_	_	_	0	root	_	_
2	snip	_	_	_	_	1	conj	_	_
3	.	_	_	_	_	1	punct	_	_","1	snip	_	NOUN	NN	_	2	compound	_	_
2	snip	_	NOUN	NN	_	0	root	_	_
3	.	_	PUNCT	.	_	2	punct	_	_","1	Snip	snip	NOUN	NN	_	0	root	0:root	_
2	snip	snip	NOUN	NN	_	1	conj	1:conj	SpaceAfter=No
3	.	.	PUNCT	.	_	1	punct	1:punct	_
"
snip snip .,"1	snip	_	_	_	_	0	root	_	_
2	snip	_	_	_	_	1	conj	_	_
3	.	_	_	_	_	1	punct	_	_","1	snip	_	NOUN	NN	_	2	compound	_	_
2	snip	_	NOUN	NN	_	0	root	_	_
3	.	_	PUNCT	.	_	2	punct	_	_","1	Snip	snip	NOUN	NN	_	0	root	0:root	_
2	snip	snip	NOUN	NN	_	1	conj	1:conj	SpaceAfter=No
3	.	.	PUNCT	.	_	1	punct	1:punct	_
"
snip snip .,"1	snip	_	_	_	_	0	root	_	_
2	snip	_	_	_	_	1	conj	_	_
3	.	_	_	_	_	1	punct	_	_","1	snip	_	NOUN	NN	_	2	compound	_	_
2	snip	_	NOUN	NN	_	0	root	_	_
3	.	_	PUNCT	.	_	2	punct	_	_","1	Snip	snip	NOUN	NN	_	0	root	0:root	_
2	snip	snip	NOUN	NN	_	1	conj	1:conj	SpaceAfter=No
3	.	.	PUNCT	.	_	1	punct	1:punct	_
"
Nin Nin .,"1	Nin	_	_	_	_	0	root	_	_
2	Nin	_	_	_	_	1	conj	_	_
3	.	_	_	_	_	1	punct	_	_","1	Nin	_	PROPN	NNP	_	0	root	_	_
2	Nin	_	PROPN	NNP	_	1	flat	_	_
3	.	_	PUNCT	.	_	1	punct	_	_",
Nin Nin .,"1	Nin	_	_	_	_	0	root	_	_
2	Nin	_	_	_	_	1	conj	_	_
3	.	_	_	_	_	1	punct	_	_","1	Nin	_	PROPN	NNP	_	0	root	_	_
2	Nin	_	PROPN	NNP	_	1	flat	_	_
3	.	_	PUNCT	.	_	1	punct	_	_",
choo choos .,"1	choo	_	_	_	_	0	root	_	_
2	choos	_	_	_	_	1	conj	_	_
3	.	_	_	_	_	1	punct	_	_","1	choo	_	PROPN	NNP	_	2	compound	_	_
2	choos	_	NOUN	NNS	_	0	root	_	_
3	.	_	PUNCT	.	_	2	punct	_	_","1	Choo	choo	PROPN	NNP	_	2	compound	2:compound	_
2	choos	choos	PROPN	NNP	_	0	root	0:root	SpaceAfter=No
3	.	.	PUNCT	.	_	2	punct	2:punct	_
"
choo choo .,"1	choo	_	_	_	_	0	root	_	_
2	choo	_	_	_	_	1	conj	_	_
3	.	_	_	_	_	1	punct	_	_","1	choo	_	PROPN	NNP	_	0	root	_	_
2	choo	_	PROPN	NNP	_	1	flat	_	_
3	.	_	PUNCT	.	_	1	punct	_	_","1	Choo	choo	PROPN	NNP	_	0	root	0:root	_
2	choo	choo	PROPN	NNP	_	1	conj	1:conj	SpaceAfter=No
3	.	.	PUNCT	.	_	1	punct	1:punct	_
"
Nin Nin .,"1	Nin	_	_	_	_	0	root	_	_
2	Nin	_	_	_	_	1	conj	_	_
3	.	_	_	_	_	1	punct	_	_","1	Nin	_	PROPN	NNP	_	0	root	_	_
2	Nin	_	PROPN	NNP	_	1	flat	_	_
3	.	_	PUNCT	.	_	1	punct	_	_",
Nin Nin .,"1	Nin	_	_	_	_	0	root	_	_
2	Nin	_	_	_	_	1	conj	_	_
3	.	_	_	_	_	1	punct	_	_","1	Nin	_	PROPN	NNP	_	0	root	_	_
2	Nin	_	PROPN	NNP	_	1	flat	_	_
3	.	_	PUNCT	.	_	1	punct	_	_",
Nin Nin .,"1	Nin	_	_	_	_	0	root	_	_
2	Nin	_	_	_	_	1	conj	_	_
3	.	_	_	_	_	1	punct	_	_","1	Nin	_	PROPN	NNP	_	0	root	_	_
2	Nin	_	PROPN	NNP	_	1	flat	_	_
3	.	_	PUNCT	.	_	1	punct	_	_",
Nin Nin .,"1	Nin	_	_	_	_	0	root	_	_
2	Nin	_	_	_	_	1	conj	_	_
3	.	_	_	_	_	1	punct	_	_","1	Nin	_	PROPN	NNP	_	0	root	_	_
2	Nin	_	PROPN	NNP	_	1	flat	_	_
3	.	_	PUNCT	.	_	1	punct	_	_",
Nin Nin .,"1	Nin	_	_	_	_	0	root	_	_
2	Nin	_	_	_	_	1	conj	_	_
3	.	_	_	_	_	1	punct	_	_","1	Nin	_	PROPN	NNP	_	0	root	_	_
2	Nin	_	PROPN	NNP	_	1	flat	_	_
3	.	_	PUNCT	.	_	1	punct	_	_",
Nin Nin .,"1	Nin	_	_	_	_	0	root	_	_
2	Nin	_	_	_	_	1	conj	_	_
3	.	_	_	_	_	1	punct	_	_","1	Nin	_	PROPN	NNP	_	0	root	_	_
2	Nin	_	PROPN	NNP	_	1	flat	_	_
3	.	_	PUNCT	.	_	1	punct	_	_",
Nin Nin .,"1	Nin	_	_	_	_	0	root	_	_
2	Nin	_	_	_	_	1	conj	_	_
3	.	_	_	_	_	1	punct	_	_","1	Nin	_	PROPN	NNP	_	0	root	_	_
2	Nin	_	PROPN	NNP	_	1	flat	_	_
3	.	_	PUNCT	.	_	1	punct	_	_",
Nin Nin .,"1	Nin	_	_	_	_	0	root	_	_
2	Nin	_	_	_	_	1	conj	_	_
3	.	_	_	_	_	1	punct	_	_","1	Nin	_	PROPN	NNP	_	0	root	_	_
2	Nin	_	PROPN	NNP	_	1	flat	_	_
3	.	_	PUNCT	.	_	1	punct	_	_",
