Sentence,Supar_CDS,Stanza_off_the_shelf,Gold_annotation
what's that ?,"1	what's	_	_	_	_	0	root	_	_
2	that	_	_	_	_	1	nsubj	_	_
3	?	_	_	_	_	1	punct	_	_","1	what	_	PRON	WP	_	0	root	_	_
2	's	_	AUX	VBZ	_	1	cop	_	_
3	that	_	PRON	DT	_	1	nsubj	_	_
4	?	_	PUNCT	.	_	1	punct	_	_",
oh yeah .,"1	oh	_	_	_	_	0	root	_	_
2	yeah	_	_	_	_	1	discourse	_	_
3	.	_	_	_	_	1	punct	_	_","1	oh	_	INTJ	UH	_	2	discourse	_	_
2	yeah	_	INTJ	UH	_	0	root	_	_
3	.	_	PUNCT	.	_	1	punct	_	_","1	Oh	oh	INTJ	UH	_	0	root	0:root	_
2	yeah	yeah	INTJ	UH	_	1	discourse	1:discourse	SpaceAfter=No
3	?	?	PUNCT	?	_	1	punct	1:punct	_
"
and see these are the flaps that open them up .,"1	and	_	_	_	_	2	cc	_	_
2	see	_	_	_	_	0	root	_	_
3	these	_	_	_	_	6	nsubj	_	_
4	are	_	_	_	_	6	cop	_	_
5	the	_	_	_	_	6	det	_	_
6	flaps	_	_	_	_	2	parataxis	_	_
7	that	_	_	_	_	8	nsubj	_	_
8	open	_	_	_	_	6	acl:relcl	_	_
9	them	_	_	_	_	8	obj	_	_
10	up	_	_	_	_	8	compound:prt	_	_
11	.	_	_	_	_	2	punct	_	_","1	and	_	CCONJ	CC	_	2	cc	_	_
2	see	_	VERB	VB	_	0	root	_	_
3	these	_	PRON	DT	_	6	nsubj	_	_
4	are	_	AUX	VBP	_	6	cop	_	_
5	the	_	DET	DT	_	6	det	_	_
6	flaps	_	NOUN	NNS	_	2	ccomp	_	_
7	that	_	PRON	WDT	_	8	nsubj	_	_
8	open	_	VERB	VBP	_	6	acl:relcl	_	_
9	them	_	PRON	PRP	_	8	obj	_	_
10	up	_	ADP	RP	_	8	compound:prt	_	_
11	.	_	PUNCT	.	_	2	punct	_	_",
so that they'll know we're done with the book ?,"1	so	_	_	_	_	4	mark	_	_
2	that	_	_	_	_	4	mark	_	_
3	they'll	_	_	_	_	4	nsubj	_	_
4	know	_	_	_	_	0	root	_	_
5	we're	_	_	_	_	6	nsubj	_	_
6	done	_	_	_	_	4	ccomp	_	_
7	with	_	_	_	_	9	case	_	_
8	the	_	_	_	_	9	det	_	_
9	book	_	_	_	_	6	obl	_	_
10	?	_	_	_	_	4	punct	_	_","1	so	_	SCONJ	IN	_	5	mark	_	_
2	that	_	SCONJ	IN	_	1	fixed	_	_
3	they	_	PRON	PRP	_	5	nsubj	_	_
4	'll	_	AUX	MD	_	5	aux	_	_
5	know	_	VERB	VB	_	0	root	_	_
6	we	_	PRON	PRP	_	8	nsubj	_	_
7	're	_	AUX	VBP	_	8	cop	_	_
8	done	_	ADJ	JJ	_	5	ccomp	_	_
9	with	_	ADP	IN	_	11	case	_	_
10	the	_	DET	DT	_	11	det	_	_
11	book	_	NOUN	NN	_	8	obl	_	_
12	?	_	PUNCT	.	_	5	punct	_	_",
"what's that , Mummy ?","1	what's	_	_	_	_	0	root	_	_
2	that	_	_	_	_	1	nsubj	_	_
3	,	_	_	_	_	1	punct	_	_
4	Mummy	_	_	_	_	1	vocative	_	_
5	?	_	_	_	_	1	punct	_	_","1	what	_	PRON	WP	_	0	root	_	_
2	's	_	AUX	VBZ	_	1	cop	_	_
3	that	_	PRON	DT	_	1	nsubj	_	_
4	,	_	PUNCT	,	_	5	punct	_	_
5	Mummy	_	NOUN	NN	_	1	nsubj	_	_
6	?	_	PUNCT	.	_	1	punct	_	_",
what's this ?,"1	what's	_	_	_	_	0	root	_	_
2	this	_	_	_	_	1	nsubj	_	_
3	?	_	_	_	_	1	punct	_	_","1	what	_	PRON	WP	_	3	nsubj	_	_
2	's	_	AUX	VBZ	_	3	cop	_	_
3	this	_	PRON	DT	_	0	root	_	_
4	?	_	PUNCT	.	_	3	punct	_	_",
oh no oh no .,"1	oh	_	_	_	_	0	root	_	_
2	no	_	_	_	_	1	discourse	_	_
3	oh	_	_	_	_	1	discourse	_	_
4	no	_	_	_	_	3	conj	_	_
5	.	_	_	_	_	1	punct	_	_","1	oh	_	INTJ	UH	_	2	discourse	_	_
2	no	_	INTJ	UH	_	0	root	_	_
3	oh	_	INTJ	UH	_	4	discourse	_	_
4	no	_	INTJ	UH	_	2	discourse	_	_
5	.	_	PUNCT	.	_	2	punct	_	_",
what's this ?,"1	what's	_	_	_	_	0	root	_	_
2	this	_	_	_	_	1	nsubj	_	_
3	?	_	_	_	_	1	punct	_	_","1	what	_	PRON	WP	_	3	nsubj	_	_
2	's	_	AUX	VBZ	_	3	cop	_	_
3	this	_	PRON	DT	_	0	root	_	_
4	?	_	PUNCT	.	_	3	punct	_	_",
what's in the bag ?,"1	what's	_	_	_	_	4	nsubj	_	_
2	in	_	_	_	_	4	case	_	_
3	the	_	_	_	_	4	det	_	_
4	bag	_	_	_	_	0	root	_	_
5	?	_	_	_	_	4	punct	_	_","1	what	_	PRON	WP	_	5	nsubj	_	_
2	's	_	AUX	VBZ	_	5	cop	_	_
3	in	_	ADP	IN	_	5	case	_	_
4	the	_	DET	DT	_	5	det	_	_
5	bag	_	NOUN	NN	_	0	root	_	_
6	?	_	PUNCT	.	_	5	punct	_	_",
what's this ?,"1	what's	_	_	_	_	0	root	_	_
2	this	_	_	_	_	1	nsubj	_	_
3	?	_	_	_	_	1	punct	_	_","1	what	_	PRON	WP	_	3	nsubj	_	_
2	's	_	AUX	VBZ	_	3	cop	_	_
3	this	_	PRON	DT	_	0	root	_	_
4	?	_	PUNCT	.	_	3	punct	_	_",
um yes .,"1	um	_	_	_	_	0	root	_	_
2	yes	_	_	_	_	1	discourse	_	_
3	.	_	_	_	_	1	punct	_	_","1	um	_	INTJ	UH	_	2	discourse	_	_
2	yes	_	INTJ	UH	_	0	root	_	_
3	.	_	PUNCT	.	_	2	punct	_	_","1	Um	um	INTJ	UH	_	0	root	0:root	_
2	yes	yes	INTJ	UH	_	1	discourse	1:discourse	SpaceAfter=No
3	.	.	PUNCT	.	_	1	punct	1:punct	_
"
Mummy's broken hat .,"1	Mummy's	_	_	_	_	3	nmod:poss	_	_
2	broken	_	_	_	_	3	amod	_	_
3	hat	_	_	_	_	0	root	_	_
4	.	_	_	_	_	3	punct	_	_","1	Mummy	_	PROPN	NNP	_	4	nmod:poss	_	_
2	's	_	PART	POS	_	1	case	_	_
3	broken	_	VERB	VBN	_	4	amod	_	_
4	hat	_	NOUN	NN	_	0	root	_	_
5	.	_	PUNCT	.	_	4	punct	_	_",
oh no no no .,"1	oh	_	_	_	_	0	root	_	_
2	no	_	_	_	_	1	discourse	_	_
3	no	_	_	_	_	2	conj	_	_
4	no	_	_	_	_	2	conj	_	_
5	.	_	_	_	_	1	punct	_	_","1	oh	_	INTJ	UH	_	2	discourse	_	_
2	no	_	INTJ	UH	_	0	root	_	_
3	no	_	INTJ	UH	_	2	discourse	_	_
4	no	_	INTJ	UH	_	2	discourse	_	_
5	.	_	PUNCT	.	_	2	punct	_	_","1	Oh	oh	INTJ	UH	_	0	root	0:root	_
2	no	no	INTJ	UH	_	1	discourse	1:discourse	_
3	no	no	INTJ	UH	_	2	conj	1:discourse|2:conj	_
4	no	no	INTJ	UH	_	2	conj	1:discourse|2:conj	SpaceAfter=No
5	.	.	PUNCT	.	_	1	punct	1:punct	_
"
no no .,"1	no	_	_	_	_	0	root	_	_
2	no	_	_	_	_	1	conj	_	_
3	.	_	_	_	_	1	punct	_	_","1	no	_	INTJ	UH	_	0	root	_	_
2	no	_	INTJ	UH	_	1	discourse	_	_
3	.	_	PUNCT	.	_	1	punct	_	_","1	No	no	INTJ	UH	_	0	root	0:root	_
2	no	no	INTJ	UH	_	1	conj	1:conj	SpaceAfter=No
3	!	!	PUNCT	!	_	1	punct	1:punct	_
"
oh yes .,"1	oh	_	_	_	_	0	root	_	_
2	yes	_	_	_	_	1	discourse	_	_
3	.	_	_	_	_	1	punct	_	_","1	oh	_	INTJ	UH	_	2	discourse	_	_
2	yes	_	INTJ	UH	_	0	root	_	_
3	.	_	PUNCT	.	_	2	punct	_	_","1	Oh	oh	INTJ	UH	_	0	root	0:root	_
2	yes	yes	INTJ	UH	_	1	discourse	1:discourse	SpaceAfter=No
3	.	.	PUNCT	.	_	1	punct	1:punct	_
"
where's the fish now ?,"1	where's	_	_	_	_	0	root	_	_
2	the	_	_	_	_	3	det	_	_
3	fish	_	_	_	_	1	nsubj	_	_
4	now	_	_	_	_	1	advmod	_	_
5	?	_	_	_	_	1	punct	_	_","1	where	_	ADV	WRB	_	0	root	_	_
2	's	_	AUX	VBZ	_	1	cop	_	_
3	the	_	DET	DT	_	4	det	_	_
4	fish	_	NOUN	NN	_	1	nsubj	_	_
5	now	_	ADV	RB	_	1	advmod	_	_
6	?	_	PUNCT	.	_	1	punct	_	_",
oh no .,"1	oh	_	_	_	_	0	root	_	_
2	no	_	_	_	_	1	discourse	_	_
3	.	_	_	_	_	1	punct	_	_","1	oh	_	INTJ	UH	_	2	discourse	_	_
2	no	_	INTJ	UH	_	0	root	_	_
3	.	_	PUNCT	.	_	2	punct	_	_","1	Oh	oh	INTJ	UH	_	0	root	0:root	_
2	no	no	INTJ	UH	_	1	discourse	1:discourse	SpaceAfter=No
3	.	.	PUNCT	.	_	1	punct	1:punct	_
"
here you are .,"1	here	_	_	_	_	0	root	_	_
2	you	_	_	_	_	1	nsubj	_	_
3	are	_	_	_	_	1	cop	_	_
4	.	_	_	_	_	1	punct	_	_","1	here	_	ADV	RB	_	0	root	_	_
2	you	_	PRON	PRP	_	3	nsubj	_	_
3	are	_	AUX	VBP	_	1	cop	_	_
4	.	_	PUNCT	.	_	1	punct	_	_","1	Here	here	ADV	RB	_	0	root	0:root	_
2	you	you	PRON	PRP	_	1	nsubj	1:nsubj	_
3	are	be	AUX	VBP	_	1	cop	1:cop	SpaceAfter=No
4	.	.	PUNCT	.	_	1	punct	1:punct	_
"
mm yes .,"1	mm	_	_	_	_	0	root	_	_
2	yes	_	_	_	_	1	discourse	_	_
3	.	_	_	_	_	1	punct	_	_","1	mm	_	INTJ	UH	_	2	discourse	_	_
2	yes	_	INTJ	UH	_	0	root	_	_
3	.	_	PUNCT	.	_	2	punct	_	_","1	Mm	mm	INTJ	UH	_	0	root	0:root	_
2	yes	yes	INTJ	UH	_	1	discourse	1:discourse	SpaceAfter=No
3	.	.	PUNCT	.	_	1	punct	1:punct	_
"
oh no no no no .,"1	oh	_	_	_	_	0	root	_	_
2	no	_	_	_	_	1	discourse	_	_
3	no	_	_	_	_	2	conj	_	_
4	no	_	_	_	_	2	conj	_	_
5	no	_	_	_	_	2	conj	_	_
6	.	_	_	_	_	1	punct	_	_","1	oh	_	INTJ	UH	_	2	discourse	_	_
2	no	_	INTJ	UH	_	0	root	_	_
3	no	_	INTJ	UH	_	2	discourse	_	_
4	no	_	INTJ	UH	_	2	discourse	_	_
5	no	_	INTJ	UH	_	2	discourse	_	_
6	.	_	PUNCT	.	_	2	punct	_	_","1	Oh	oh	INTJ	UH	_	0	root	0:root	_
2	no	no	INTJ	UH	_	1	conj	1:conj	_
3	no	no	INTJ	UH	_	2	conj	1:conj|2:conj	_
4	no	no	INTJ	UH	_	2	conj	1:conj|2:conj	_
5	no	no	INTJ	UH	_	2	conj	1:conj|2:conj	SpaceAfter=No
6	.	.	PUNCT	.	_	1	punct	1:punct	_
"
here you are .,"1	here	_	_	_	_	0	root	_	_
2	you	_	_	_	_	1	nsubj	_	_
3	are	_	_	_	_	1	cop	_	_
4	.	_	_	_	_	1	punct	_	_","1	here	_	ADV	RB	_	0	root	_	_
2	you	_	PRON	PRP	_	3	nsubj	_	_
3	are	_	AUX	VBP	_	1	cop	_	_
4	.	_	PUNCT	.	_	1	punct	_	_","1	Here	here	ADV	RB	_	0	root	0:root	_
2	you	you	PRON	PRP	_	1	nsubj	1:nsubj	_
3	are	be	AUX	VBP	_	1	cop	1:cop	SpaceAfter=No
4	.	.	PUNCT	.	_	1	punct	1:punct	_
"
here you are .,"1	here	_	_	_	_	0	root	_	_
2	you	_	_	_	_	1	nsubj	_	_
3	are	_	_	_	_	1	cop	_	_
4	.	_	_	_	_	1	punct	_	_","1	here	_	ADV	RB	_	0	root	_	_
2	you	_	PRON	PRP	_	3	nsubj	_	_
3	are	_	AUX	VBP	_	1	cop	_	_
4	.	_	PUNCT	.	_	1	punct	_	_","1	Here	here	ADV	RB	_	0	root	0:root	_
2	you	you	PRON	PRP	_	1	nsubj	1:nsubj	_
3	are	be	AUX	VBP	_	1	cop	1:cop	SpaceAfter=No
4	.	.	PUNCT	.	_	1	punct	1:punct	_
"
"here you are , Mummy .","1	here	_	_	_	_	0	root	_	_
2	you	_	_	_	_	1	nsubj	_	_
3	are	_	_	_	_	1	cop	_	_
4	,	_	_	_	_	1	vocative	_	_
5	Mummy	_	_	_	_	1	vocative	_	_
6	.	_	_	_	_	1	punct	_	_","1	here	_	ADV	RB	_	0	root	_	_
2	you	_	PRON	PRP	_	5	nsubj	_	_
3	are	_	AUX	VBP	_	1	cop	_	_
4	,	_	PUNCT	,	_	5	punct	_	_
5	Mummy	_	PROPN	NNP	_	1	vocative	_	_
6	.	_	PUNCT	.	_	1	punct	_	_","1	Here	here	ADV	RB	_	0	root	0:root	_
2	you	you	PRON	PRP	_	1	nsubj	1:nsubj	_
3	are	be	AUX	VBP	_	1	cop	1:cop	_
4	Mummy	Mummy	PROPN	NNP	_	1	vocative	1:vocative	SpaceAfter=No
5	.	.	PUNCT	.	_	1	punct	1:punct	_
"
what's this ?,"1	what's	_	_	_	_	0	root	_	_
2	this	_	_	_	_	1	nsubj	_	_
3	?	_	_	_	_	1	punct	_	_","1	what	_	PRON	WP	_	3	nsubj	_	_
2	's	_	AUX	VBZ	_	3	cop	_	_
3	this	_	PRON	DT	_	0	root	_	_
4	?	_	PUNCT	.	_	3	punct	_	_",
"Mummy , what's this ?","1	Mummy	_	_	_	_	3	vocative	_	_
2	,	_	_	_	_	3	punct	_	_
3	what's	_	_	_	_	0	root	_	_
4	this	_	_	_	_	3	nsubj	_	_
5	?	_	_	_	_	3	punct	_	_","1	Mummy	_	NOUN	NN	_	5	vocative	_	_
2	,	_	PUNCT	,	_	1	punct	_	_
3	what	_	PRON	WP	_	5	nsubj	_	_
4	's	_	AUX	VBZ	_	5	cop	_	_
5	this	_	PRON	DT	_	0	root	_	_
6	?	_	PUNCT	.	_	3	punct	_	_",
oh dear .,"1	oh	_	_	_	_	0	root	_	_
2	dear	_	_	_	_	1	vocative	_	_
3	.	_	_	_	_	1	punct	_	_","1	oh	_	INTJ	UH	_	2	discourse	_	_
2	dear	_	ADJ	JJ	_	0	root	_	_
3	.	_	PUNCT	.	_	2	punct	_	_","1	Oh	oh	INTJ	UH	_	0	root	0:root	_
2	dear	dear	ADJ	JJ	_	1	vocative	1:vocative	SpaceAfter=No
3	.	.	PUNCT	.	_	1	punct	1:punct	_
"
oh dear .,"1	oh	_	_	_	_	0	root	_	_
2	dear	_	_	_	_	1	vocative	_	_
3	.	_	_	_	_	1	punct	_	_","1	oh	_	INTJ	UH	_	2	discourse	_	_
2	dear	_	ADJ	JJ	_	0	root	_	_
3	.	_	PUNCT	.	_	2	punct	_	_","1	Oh	oh	INTJ	UH	_	0	root	0:root	_
2	dear	dear	ADJ	JJ	_	1	vocative	1:vocative	SpaceAfter=No
3	.	.	PUNCT	.	_	1	punct	1:punct	_
"
it's all crunchy now .,"1	it's	_	_	_	_	3	cop	_	_
2	all	_	_	_	_	3	advmod	_	_
3	crunchy	_	_	_	_	0	root	_	_
4	now	_	_	_	_	3	advmod	_	_
5	.	_	_	_	_	3	punct	_	_","1	it	_	PRON	PRP	_	4	nsubj	_	_
2	's	_	AUX	VBZ	_	4	cop	_	_
3	all	_	ADV	RB	_	4	advmod	_	_
4	crunchy	_	ADJ	JJ	_	0	root	_	_
5	now	_	ADV	RB	_	4	advmod	_	_
6	.	_	PUNCT	.	_	4	punct	_	_",
oh dear .,"1	oh	_	_	_	_	0	root	_	_
2	dear	_	_	_	_	1	vocative	_	_
3	.	_	_	_	_	1	punct	_	_","1	oh	_	INTJ	UH	_	2	discourse	_	_
2	dear	_	ADJ	JJ	_	0	root	_	_
3	.	_	PUNCT	.	_	2	punct	_	_","1	Oh	oh	INTJ	UH	_	0	root	0:root	_
2	dear	dear	ADJ	JJ	_	1	vocative	1:vocative	SpaceAfter=No
3	.	.	PUNCT	.	_	1	punct	1:punct	_
"
what's this ?,"1	what's	_	_	_	_	0	root	_	_
2	this	_	_	_	_	1	nsubj	_	_
3	?	_	_	_	_	1	punct	_	_","1	what	_	PRON	WP	_	3	nsubj	_	_
2	's	_	AUX	VBZ	_	3	cop	_	_
3	this	_	PRON	DT	_	0	root	_	_
4	?	_	PUNCT	.	_	3	punct	_	_",
what's this ?,"1	what's	_	_	_	_	0	root	_	_
2	this	_	_	_	_	1	nsubj	_	_
3	?	_	_	_	_	1	punct	_	_","1	what	_	PRON	WP	_	3	nsubj	_	_
2	's	_	AUX	VBZ	_	3	cop	_	_
3	this	_	PRON	DT	_	0	root	_	_
4	?	_	PUNCT	.	_	3	punct	_	_",
what's this ?,"1	what's	_	_	_	_	0	root	_	_
2	this	_	_	_	_	1	nsubj	_	_
3	?	_	_	_	_	1	punct	_	_","1	what	_	PRON	WP	_	3	nsubj	_	_
2	's	_	AUX	VBZ	_	3	cop	_	_
3	this	_	PRON	DT	_	0	root	_	_
4	?	_	PUNCT	.	_	3	punct	_	_",
what's this ?,"1	what's	_	_	_	_	0	root	_	_
2	this	_	_	_	_	1	nsubj	_	_
3	?	_	_	_	_	1	punct	_	_","1	what	_	PRON	WP	_	3	nsubj	_	_
2	's	_	AUX	VBZ	_	3	cop	_	_
3	this	_	PRON	DT	_	0	root	_	_
4	?	_	PUNCT	.	_	3	punct	_	_",
what's this ?,"1	what's	_	_	_	_	0	root	_	_
2	this	_	_	_	_	1	nsubj	_	_
3	?	_	_	_	_	1	punct	_	_","1	what	_	PRON	WP	_	3	nsubj	_	_
2	's	_	AUX	VBZ	_	3	cop	_	_
3	this	_	PRON	DT	_	0	root	_	_
4	?	_	PUNCT	.	_	3	punct	_	_",
what's this ?,"1	what's	_	_	_	_	0	root	_	_
2	this	_	_	_	_	1	nsubj	_	_
3	?	_	_	_	_	1	punct	_	_","1	what	_	PRON	WP	_	3	nsubj	_	_
2	's	_	AUX	VBZ	_	3	cop	_	_
3	this	_	PRON	DT	_	0	root	_	_
4	?	_	PUNCT	.	_	3	punct	_	_",
what's this ?,"1	what's	_	_	_	_	0	root	_	_
2	this	_	_	_	_	1	nsubj	_	_
3	?	_	_	_	_	1	punct	_	_","1	what	_	PRON	WP	_	3	nsubj	_	_
2	's	_	AUX	VBZ	_	3	cop	_	_
3	this	_	PRON	DT	_	0	root	_	_
4	?	_	PUNCT	.	_	3	punct	_	_",
what's this ?,"1	what's	_	_	_	_	0	root	_	_
2	this	_	_	_	_	1	nsubj	_	_
3	?	_	_	_	_	1	punct	_	_","1	what	_	PRON	WP	_	3	nsubj	_	_
2	's	_	AUX	VBZ	_	3	cop	_	_
3	this	_	PRON	DT	_	0	root	_	_
4	?	_	PUNCT	.	_	3	punct	_	_",
no no .,"1	no	_	_	_	_	0	root	_	_
2	no	_	_	_	_	1	conj	_	_
3	.	_	_	_	_	1	punct	_	_","1	no	_	INTJ	UH	_	0	root	_	_
2	no	_	INTJ	UH	_	1	discourse	_	_
3	.	_	PUNCT	.	_	1	punct	_	_","1	No	no	INTJ	UH	_	0	root	0:root	_
2	no	no	INTJ	UH	_	1	conj	1:conj	SpaceAfter=No
3	!	!	PUNCT	!	_	1	punct	1:punct	_
"
no no .,"1	no	_	_	_	_	0	root	_	_
2	no	_	_	_	_	1	conj	_	_
3	.	_	_	_	_	1	punct	_	_","1	no	_	INTJ	UH	_	0	root	_	_
2	no	_	INTJ	UH	_	1	discourse	_	_
3	.	_	PUNCT	.	_	1	punct	_	_","1	No	no	INTJ	UH	_	0	root	0:root	_
2	no	no	INTJ	UH	_	1	conj	1:conj	SpaceAfter=No
3	!	!	PUNCT	!	_	1	punct	1:punct	_
"
I'm very happy .,"1	I'm	_	_	_	_	3	nsubj	_	_
2	very	_	_	_	_	3	advmod	_	_
3	happy	_	_	_	_	0	root	_	_
4	.	_	_	_	_	3	punct	_	_","1	I	_	PRON	PRP	_	4	nsubj	_	_
2	'm	_	AUX	VBP	_	4	cop	_	_
3	very	_	ADV	RB	_	4	advmod	_	_
4	happy	_	ADJ	JJ	_	0	root	_	_
5	.	_	PUNCT	.	_	4	punct	_	_",
I don't know .,"1	I	_	_	_	_	3	nsubj	_	_
2	don't	_	_	_	_	3	aux	_	_
3	know	_	_	_	_	0	root	_	_
4	.	_	_	_	_	3	punct	_	_","1	I	_	PRON	PRP	_	4	nsubj	_	_
2	do	_	AUX	VBP	_	4	aux	_	_
3	n't	_	PART	RB	_	4	advmod	_	_
4	know	_	VERB	VB	_	0	root	_	_
5	.	_	PUNCT	.	_	4	punct	_	_",
oh yes .,"1	oh	_	_	_	_	0	root	_	_
2	yes	_	_	_	_	1	discourse	_	_
3	.	_	_	_	_	1	punct	_	_","1	oh	_	INTJ	UH	_	2	discourse	_	_
2	yes	_	INTJ	UH	_	0	root	_	_
3	.	_	PUNCT	.	_	2	punct	_	_","1	Oh	oh	INTJ	UH	_	0	root	0:root	_
2	yes	yes	INTJ	UH	_	1	discourse	1:discourse	SpaceAfter=No
3	.	.	PUNCT	.	_	1	punct	1:punct	_
"
I'm Milly .,"1	I'm	_	_	_	_	2	cop	_	_
2	Milly	_	_	_	_	0	root	_	_
3	.	_	_	_	_	2	punct	_	_","1	I	_	PRON	PRP	_	3	nsubj	_	_
2	'm	_	AUX	VBP	_	3	cop	_	_
3	Milly	_	PROPN	NNP	_	0	root	_	_
4	.	_	PUNCT	.	_	3	punct	_	_",
I'm I'm Milly .,"1	I'm	_	_	_	_	3	reparandum	_	_
2	I'm	_	_	_	_	3	cop	_	_
3	Milly	_	_	_	_	0	root	_	_
4	.	_	_	_	_	3	punct	_	_","1	I	_	PRON	PRP	_	5	nsubj	_	_
2	'm	_	AUX	VBP	_	5	cop	_	_
3	I	_	PRON	PRP	_	5	nsubj	_	_
4	'm	_	AUX	VBP	_	5	cop	_	_
5	Milly	_	PROPN	NNP	_	0	root	_	_
6	.	_	PUNCT	.	_	5	punct	_	_",
I'm not getting anything .,"1	I'm	_	_	_	_	3	nsubj	_	_
2	not	_	_	_	_	3	advmod	_	_
3	getting	_	_	_	_	0	root	_	_
4	anything	_	_	_	_	3	obj	_	_
5	.	_	_	_	_	3	punct	_	_","1	I	_	PRON	PRP	_	4	nsubj	_	_
2	'm	_	AUX	VBP	_	4	aux	_	_
3	not	_	PART	RB	_	4	advmod	_	_
4	getting	_	VERB	VBG	_	0	root	_	_
5	anything	_	PRON	NN	_	4	obj	_	_
6	.	_	PUNCT	.	_	4	punct	_	_",
I'm Fireman Sam .,"1	I'm	_	_	_	_	2	cop	_	_
2	Fireman	_	_	_	_	0	root	_	_
3	Sam	_	_	_	_	2	flat	_	_
4	.	_	_	_	_	2	punct	_	_","1	I	_	PRON	PRP	_	3	nsubj	_	_
2	'm	_	AUX	VBP	_	3	cop	_	_
3	Fireman	_	PROPN	NNP	_	0	root	_	_
4	Sam	_	PROPN	NNP	_	3	flat	_	_
5	.	_	PUNCT	.	_	3	punct	_	_",
it's it's my it's my ladder .,"1	it's	_	_	_	_	3	reparandum	_	_
2	it's	_	_	_	_	3	nsubj	_	_
3	my	_	_	_	_	6	reparandum	_	_
4	it's	_	_	_	_	6	nsubj	_	_
5	my	_	_	_	_	6	nmod:poss	_	_
6	ladder	_	_	_	_	0	root	_	_
7	.	_	_	_	_	6	punct	_	_","1	it	_	PRON	PRP	_	2	nsubj	_	_
2	's	_	AUX	VBZ	_	9	reparandum	_	_
3	it	_	PRON	PRP	_	9	nsubj:outer	_	_
4	's	_	AUX	VBZ	_	9	reparandum	_	_
5	my	_	PRON	PRP$	_	9	nmod:poss	_	_
6	it	_	PRON	PRP	_	9	nsubj	_	_
7	's	_	AUX	VBZ	_	9	cop	_	_
8	my	_	PRON	PRP$	_	9	nmod:poss	_	_
9	ladder	_	NOUN	NN	_	0	root	_	_
10	.	_	PUNCT	.	_	9	punct	_	_",
it's not .,"1	it's	_	_	_	_	2	nsubj	_	_
2	not	_	_	_	_	0	root	_	_
3	.	_	_	_	_	2	punct	_	_","1	it	_	PRON	PRP	_	2	nsubj	_	_
2	's	_	AUX	VBZ	_	0	root	_	_
3	not	_	PART	RB	_	2	advmod	_	_
4	.	_	PUNCT	.	_	2	punct	_	_",
it's a ladder .,"1	it's	_	_	_	_	3	cop	_	_
2	a	_	_	_	_	3	det	_	_
3	ladder	_	_	_	_	0	root	_	_
4	.	_	_	_	_	3	punct	_	_","1	it	_	PRON	PRP	_	4	nsubj	_	_
2	's	_	AUX	VBZ	_	4	cop	_	_
3	a	_	DET	DT	_	4	det	_	_
4	ladder	_	NOUN	NN	_	0	root	_	_
5	.	_	PUNCT	.	_	4	punct	_	_",
I can't see anybody .,"1	I	_	_	_	_	3	nsubj	_	_
2	can't	_	_	_	_	3	aux	_	_
3	see	_	_	_	_	0	root	_	_
4	anybody	_	_	_	_	3	obj	_	_
5	.	_	_	_	_	3	punct	_	_","1	I	_	PRON	PRP	_	4	nsubj	_	_
2	ca	_	AUX	MD	_	4	aux	_	_
3	n't	_	PART	RB	_	4	advmod	_	_
4	see	_	VERB	VB	_	0	root	_	_
5	anybody	_	PRON	NN	_	4	obj	_	_
6	.	_	PUNCT	.	_	4	punct	_	_",
oh okay okay .,"1	oh	_	_	_	_	0	root	_	_
2	okay	_	_	_	_	1	discourse	_	_
3	okay	_	_	_	_	2	conj	_	_
4	.	_	_	_	_	1	punct	_	_","1	oh	_	INTJ	UH	_	3	discourse	_	_
2	okay	_	INTJ	UH	_	3	discourse	_	_
3	okay	_	INTJ	UH	_	0	root	_	_
4	.	_	PUNCT	.	_	3	punct	_	_",
I can't see anybody .,"1	I	_	_	_	_	3	nsubj	_	_
2	can't	_	_	_	_	3	aux	_	_
3	see	_	_	_	_	0	root	_	_
4	anybody	_	_	_	_	3	obj	_	_
5	.	_	_	_	_	3	punct	_	_","1	I	_	PRON	PRP	_	4	nsubj	_	_
2	ca	_	AUX	MD	_	4	aux	_	_
3	n't	_	PART	RB	_	4	advmod	_	_
4	see	_	VERB	VB	_	0	root	_	_
5	anybody	_	PRON	NN	_	4	obj	_	_
6	.	_	PUNCT	.	_	4	punct	_	_",
"hello , Puss .","1	hello	_	_	_	_	0	root	_	_
2	,	_	_	_	_	1	vocative	_	_
3	Puss	_	_	_	_	1	vocative	_	_
4	.	_	_	_	_	1	punct	_	_","1	hello	_	INTJ	UH	_	0	root	_	_
2	,	_	PUNCT	,	_	3	punct	_	_
3	Puss	_	PROPN	NNP	_	1	vocative	_	_
4	.	_	PUNCT	.	_	1	punct	_	_",
"hello , Purdie .","1	hello	_	_	_	_	0	root	_	_
2	,	_	_	_	_	1	vocative	_	_
3	Purdie	_	_	_	_	1	vocative	_	_
4	.	_	_	_	_	1	punct	_	_","1	hello	_	INTJ	UH	_	0	root	_	_
2	,	_	PUNCT	,	_	3	punct	_	_
3	Purdie	_	PROPN	NNP	_	1	vocative	_	_
4	.	_	PUNCT	.	_	1	punct	_	_",
