# sentence: Thomas what 's the matter what 's the matter ?
Gold: token=Thomas, upos=PROPN, xpos=NNP, head=5, label=vocative
Gold: token=get, upos=VERB, xpos=VB, head=3, label=xcomp
Pred: token=get, upos=VERB, xpos=VB, head=3, label=compound
Gold: token=her, upos=PRON, xpos=PRP, head=4, label=obj
Pred: token=her, upos=PRON, xpos=PRP, head=4, label=obj
Gold: token=., upos=PUNCT, xpos=., head=3, label=punct
Pred: token=., upos=PUNCT, xpos=., head=3, label=punct
------------------------------------------------------------

# sentence: Lynn letter .
Gold: token=Lynn, upos=PROPN, xpos=NNP, head=2, label=nmod
Pred: token=Lynn, upos=PROPN, xpos=NNP, head=2, label=poss
Gold: token=letter, upos=NOUN, xpos=NN, head=0, label=root
Pred: token=letter, upos=NOUN, xpos=NN, head=0, label=root
Gold: token=., upos=PUNCT, xpos=., head=2, label=punct
Pred: token=., upos=PUNCT, xpos=., head=2, label=punct
------------------------------------------------------------

# sentence: Where is your horse ?
Gold: token=Where, upos=ADV, xpos=WRB, head=0, label=root
Pred: token=Where, upos=ADV, xpos=WRB, head=0, label=root
Gold: token=is, upos=AUX, xpos=VBZ, head=1, label=cop
Pred: token=is, upos=AUX, xpos=VBZ, head=1, label=cop
Gold: token=your, upos=PRON, xpos=PRP$, head=4, label=det
Pred: token=your, upos=PRON, xpos=PRP$, head=4, label=poss
Gold: token=horse, upos=NOUN, xpos=NN, head=1, label=nsubj
Pred: token=horse, upos=NOUN, xpos=NN, head=1, label=nsubj
Gold: token=?, upos=PUNCT, xpos=., head=1, label=punct
Pred: token=?, upos=PUNCT, xpos=?, head=1, label=punct
------------------------------------------------------------

# sentence: Eve horsie .
Gold: token=Eve, upos=PROPN, xpos=NNP, head=2, label=poss
Pred: token=Eve, upos=NOUN, xpos=NN, head=0, label=root
Gold: token=horsie, upos=PROPN, xpos=NNP, head=0, label=root
Pred: token=horsie, upos=PROPN, xpos=NNP, head=1, label=conj
Gold: token=., upos=PUNCT, xpos=., head=2, label=punct
Pred: token=., upos=PUNCT, xpos=., head=1, label=punct
------------------------------------------------------------

# sentence: Oh change her .
Gold: token=Oh, upos=INTJ, xpos=UH, head=2, label=intj
Pred: token=Oh, upos=INTJ, xpos=UH, head=2, label=discourse
Gold: token=change, upos=VERB, xpos=VB, head=0, label=root
Pred: token=change, upos=VERB, xpos=VB, head=0, label=root
Gold: token=her, upos=PRON, xpos=PRP, head=2, label=obj
Pred: token=her, upos=PRON, xpos=PRP, head=2, label=obj
Gold: token=., upos=PUNCT, xpos=., head=2, label=punct
Pred: token=., upos=PUNCT, xpos=., head=2, label=punct
------------------------------------------------------------

# sentence: Do you want your diaper changed ?
Gold: token=Do, upos=AUX, xpos=VBP, head=3, label=aux
Pred: token=Do, upos=AUX, xpos=VBP, head=3, label=aux
Gold: token=you, upos=PRON, xpos=PRP, head=3, label=nsubj
Pred: token=you, upos=PRON, xpos=PRP, head=3, label=nsubj
Gold: token=want, upos=VERB, xpos=VB, head=0, label=root
Pred: token=want, upos=VERB, xpos=VB, head=0, label=root
Gold: token=your, upos=PRON, xpos=PRP$, head=5, label=det
Pred: token=your, upos=PRON, xpos=PRP$, head=5, label=poss
Gold: token=diaper, upos=NOUN, xpos=NN, head=3, label=obj
Pred: token=diaper, upos=NOUN, xpos=NN, head=3, label=obj
Gold: token=changed, upos=VERB, xpos=VBN, head=3, label=xcomp
Pred: token=changed, upos=VERB, xpos=VBN, head=3, label=xcomp
Gold: token=?, upos=PUNCT, xpos=., head=3, label=punct
Pred: token=?, upos=PUNCT, xpos=?, head=3, label=punct
------------------------------------------------------------

# sentence: That 's horsie .
Gold: token=That, upos=PRON, xpos=DT, head=3, label=nsubj
Pred: token=That, upos=PRON, xpos=DT, head=3, label=nsubj
Gold: token='s, upos=AUX, xpos=VBZ, head=3, label=cop
Pred: token='s, upos=AUX, xpos=VBZ, head=3, label=cop
Gold: token=horsie, upos=NOUN, xpos=NN, head=0, label=root
Pred: token=horsie, upos=ADJ, xpos=JJ, head=0, label=root
Gold: token=., upos=PUNCT, xpos=., head=3, label=punct
Pred: token=., upos=PUNCT, xpos=., head=3, label=punct
------------------------------------------------------------

# sentence: Your panties are on .
Gold: token=Your, upos=PRON, xpos=PRP$, head=2, label=det
Pred: token=Your, upos=PRON, xpos=PRP$, head=2, label=poss
Gold: token=panties, upos=NOUN, xpos=NNS, head=4, label=nsubj
Pred: token=panties, upos=NOUN, xpos=NNS, head=4, label=nsubj
Gold: token=are, upos=AUX, xpos=VBP, head=4, label=cop
Pred: token=are, upos=AUX, xpos=VBP, head=4, label=cop
Gold: token=on, upos=ADV, xpos=RB, head=0, label=root
Pred: token=on, upos=ADV, xpos=RB, head=0, label=root
Gold: token=., upos=PUNCT, xpos=., head=4, label=punct
Pred: token=., upos=PUNCT, xpos=., head=4, label=punct
------------------------------------------------------------

# sentence: Because I just put them on .
Gold: token=Because, upos=SCONJ, xpos=IN, head=4, label=mark
Pred: token=Because, upos=SCONJ, xpos=IN, head=4, label=mark
Gold: token=I, upos=PRON, xpos=PRP, head=4, label=nsubj
Pred: token=I, upos=PRON, xpos=PRP, head=4, label=nsubj
Gold: token=just, upos=ADV, xpos=RB, head=4, label=advmod
Pred: token=just, upos=ADV, xpos=RB, head=4, label=advmod
Gold: token=put, upos=VERB, xpos=VBP, head=0, label=root
Pred: token=put, upos=VERB, xpos=VBD, head=0, label=root
Gold: token=them, upos=PRON, xpos=PRP, head=4, label=obj
Pred: token=them, upos=PRON, xpos=PRP, head=4, label=obj
Gold: token=on, upos=ADP, xpos=RP, head=4, label=prt
Pred: token=on, upos=ADV, xpos=RB, head=4, label=prt
Gold: token=., upos=PUNCT, xpos=., head=4, label=punct
Pred: token=., upos=PUNCT, xpos=., head=4, label=punct
------------------------------------------------------------

# sentence: No you may not have it .
Gold: token=No, upos=INTJ, xpos=UH, head=5, label=intj
Pred: token=No, upos=INTJ, xpos=UH, head=5, label=discourse
Gold: token=you, upos=PRON, xpos=PRP, head=5, label=nsubj
Pred: token=you, upos=PRON, xpos=PRP, head=5, label=nsubj
Gold: token=may, upos=AUX, xpos=MD, head=5, label=aux
Pred: token=may, upos=AUX, xpos=MD, head=5, label=aux
Gold: token=not, upos=PART, xpos=RB, head=5, label=advmod
Pred: token=not, upos=PART, xpos=RB, head=5, label=advmod
Gold: token=have, upos=VERB, xpos=VB, head=0, label=root
Pred: token=have, upos=VERB, xpos=VB, head=0, label=root
Gold: token=it, upos=PRON, xpos=PRP, head=5, label=obj
Pred: token=it, upos=PRON, xpos=PRP, head=5, label=obj
Gold: token=., upos=PUNCT, xpos=., head=5, label=punct
Pred: token=., upos=PUNCT, xpos=., head=5, label=punct
------------------------------------------------------------

# sentence: Come out here and play .
Gold: token=Come, upos=VERB, xpos=VB, head=0, label=root
Pred: token=Come, upos=VERB, xpos=VB, head=0, label=root
Gold: token=out, upos=ADP, xpos=RP, head=3, label=case
Pred: token=out, upos=ADV, xpos=RB, head=3, label=advmod
Gold: token=here, upos=ADV, xpos=RB, head=1, label=obl
Pred: token=here, upos=ADV, xpos=RB, head=1, label=advmod
Gold: token=and, upos=CCONJ, xpos=CC, head=5, label=cc
Pred: token=and, upos=CCONJ, xpos=CC, head=5, label=cc
Gold: token=play, upos=VERB, xpos=VB, head=1, label=conj
Pred: token=play, upos=VERB, xpos=VB, head=1, label=conj
Gold: token=., upos=PUNCT, xpos=., head=1, label=punct
Pred: token=., upos=PUNCT, xpos=., head=1, label=punct
------------------------------------------------------------

# sentence: Well you find it .
Gold: token=Well, upos=INTJ, xpos=UH, head=3, label=intj
Pred: token=Well, upos=INTJ, xpos=UH, head=3, label=discourse
Gold: token=you, upos=PRON, xpos=PRP, head=3, label=nsubj
Pred: token=you, upos=PRON, xpos=PRP, head=3, label=nsubj
Gold: token=find, upos=VERB, xpos=VBP, head=0, label=root
Pred: token=find, upos=VERB, xpos=VBP, head=0, label=root
Gold: token=it, upos=PRON, xpos=PRP, head=3, label=obj
Pred: token=it, upos=PRON, xpos=PRP, head=3, label=obj
Gold: token=., upos=PUNCT, xpos=., head=3, label=punct
Pred: token=., upos=PUNCT, xpos=., head=3, label=punct
------------------------------------------------------------

# sentence: Well not .
Gold: token=Well, upos=INTJ, xpos=UH, head=2, label=intj
Pred: token=Well, upos=INTJ, xpos=UH, head=2, label=discourse
Gold: token=not, upos=PART, xpos=RB, head=0, label=root
Pred: token=not, upos=PART, xpos=RB, head=0, label=root
Gold: token=., upos=PUNCT, xpos=., head=2, label=punct
Pred: token=., upos=PUNCT, xpos=., head=2, label=punct
------------------------------------------------------------

# sentence: That Kathy .
Gold: token=That, upos=DET, xpos=DT, head=2, label=nsubj
Pred: token=That, upos=DET, xpos=DT, head=2, label=det
Gold: token=Kathy, upos=PROPN, xpos=NNP, head=0, label=root
Pred: token=Kathy, upos=PROPN, xpos=NNP, head=0, label=root
Gold: token=., upos=PUNCT, xpos=., head=2, label=punct
Pred: token=., upos=PUNCT, xpos=., head=2, label=punct
------------------------------------------------------------

# sentence: Yes she 's crying .
Gold: token=Yes, upos=INTJ, xpos=UH, head=4, label=intj
Pred: token=Yes, upos=INTJ, xpos=UH, head=4, label=discourse
Gold: token=she, upos=PRON, xpos=PRP, head=4, label=nsubj
Pred: token=she, upos=PRON, xpos=PRP, head=4, label=nsubj
Gold: token='s, upos=AUX, xpos=VBZ, head=4, label=aux
Pred: token='s, upos=AUX, xpos=VBZ, head=4, label=aux
Gold: token=crying, upos=VERB, xpos=VBG, head=0, label=root
Pred: token=crying, upos=VERB, xpos=VBG, head=0, label=root
Gold: token=., upos=PUNCT, xpos=., head=4, label=punct
Pred: token=., upos=PUNCT, xpos=., head=4, label=punct
------------------------------------------------------------

# sentence: The table yes .
Gold: token=The, upos=DET, xpos=DT, head=2, label=det
Pred: token=The, upos=DET, xpos=DT, head=2, label=det
Gold: token=table, upos=NOUN, xpos=NN, head=0, label=root
Pred: token=table, upos=NOUN, xpos=NN, head=0, label=root
Gold: token=yes, upos=INTJ, xpos=UH, head=2, label=intj
Pred: token=yes, upos=INTJ, xpos=UH, head=2, label=discourse
Gold: token=., upos=PUNCT, xpos=., head=2, label=punct
Pred: token=., upos=PUNCT, xpos=., head=2, label=punct
------------------------------------------------------------

# sentence: Yes you get it .
Gold: token=Yes, upos=INTJ, xpos=UH, head=3, label=intj
Pred: token=Yes, upos=INTJ, xpos=UH, head=3, label=discourse
Gold: token=you, upos=PRON, xpos=PRP, head=3, label=nsubj
Pred: token=you, upos=PRON, xpos=PRP, head=3, label=nsubj
Gold: token=get, upos=VERB, xpos=VBP, head=0, label=root
Pred: token=get, upos=VERB, xpos=VBP, head=0, label=root
Gold: token=it, upos=PRON, xpos=PRP, head=3, label=obj
Pred: token=it, upos=PRON, xpos=PRP, head=3, label=obj
Gold: token=., upos=PUNCT, xpos=., head=3, label=punct
Pred: token=., upos=PUNCT, xpos=., head=3, label=punct
------------------------------------------------------------

# sentence: Yes that 's Kathy .
Gold: token=Yes, upos=INTJ, xpos=UH, head=4, label=intj
Pred: token=Yes, upos=INTJ, xpos=UH, head=4, label=discourse
Gold: token=that, upos=PRON, xpos=DT, head=4, label=nsubj
Pred: token=that, upos=PRON, xpos=DT, head=4, label=nsubj
Gold: token='s, upos=AUX, xpos=VBZ, head=4, label=cop
Pred: token='s, upos=AUX, xpos=VBZ, head=4, label=cop
Gold: token=Kathy, upos=PROPN, xpos=NNP, head=0, label=root
Pred: token=Kathy, upos=PROPN, xpos=NNP, head=0, label=root
Gold: token=., upos=PUNCT, xpos=., head=4, label=punct
Pred: token=., upos=PUNCT, xpos=., head=4, label=punct
------------------------------------------------------------

# sentence: No we ca n't go outside now .
Gold: token=No, upos=INTJ, xpos=UH, head=5, label=intj
Pred: token=No, upos=INTJ, xpos=UH, head=5, label=discourse
Gold: token=we, upos=PRON, xpos=PRP, head=5, label=nsubj
Pred: token=we, upos=PRON, xpos=PRP, head=5, label=nsubj
Gold: token=ca, upos=AUX, xpos=MD, head=5, label=aux
Pred: token=ca, upos=AUX, xpos=MD, head=5, label=aux
Gold: token=n't, upos=PART, xpos=RB, head=5, label=advmod
Pred: token=n't, upos=PART, xpos=RB, head=5, label=advmod
Gold: token=go, upos=VERB, xpos=VB, head=0, label=root
Pred: token=go, upos=VERB, xpos=VB, head=0, label=root
Gold: token=outside, upos=ADV, xpos=RB, head=5, label=advmod
Pred: token=outside, upos=ADV, xpos=RB, head=5, label=advmod
Gold: token=now, upos=ADV, xpos=RB, head=5, label=advmod
Pred: token=now, upos=ADV, xpos=RB, head=5, label=advmod
Gold: token=., upos=PUNCT, xpos=., head=5, label=punct
Pred: token=., upos=PUNCT, xpos=., head=5, label=punct
------------------------------------------------------------

# sentence: Eve have you got the spoon ?
Gold: token=Eve, upos=PROPN, xpos=NNP, head=4, label=vocative
Pred: token=Eve, upos=INTJ, xpos=UH, head=4, label=discourse
Gold: token=have, upos=AUX, xpos=VBP, head=4, label=aux
Pred: token=have, upos=AUX, xpos=VBP, head=4, label=aux
Gold: token=you, upos=PRON, xpos=PRP, head=4, label=nsubj
Pred: token=you, upos=PRON, xpos=PRP, head=4, label=nsubj
Gold: token=got, upos=VERB, xpos=VBN, head=0, label=root
Pred: token=got, upos=VERB, xpos=VBN, head=0, label=root
Gold: token=the, upos=DET, xpos=DT, head=6, label=det
Pred: token=the, upos=DET, xpos=DT, head=6, label=det
Gold: token=spoon, upos=NOUN, xpos=NN, head=4, label=obj
Pred: token=spoon, upos=NOUN, xpos=NN, head=4, label=obj
Gold: token=?, upos=PUNCT, xpos=., head=4, label=punct
Pred: token=?, upos=PUNCT, xpos=., head=4, label=punct
------------------------------------------------------------

# sentence: Yep sugar .
Gold: token=Yep, upos=INTJ, xpos=UH, head=2, label=intj
Pred: token=Yep, upos=INTJ, xpos=UH, head=2, label=discourse
Gold: token=sugar, upos=NOUN, xpos=NN, head=0, label=root
Pred: token=sugar, upos=NOUN, xpos=NN, head=0, label=root
Gold: token=., upos=PUNCT, xpos=., head=2, label=punct
Pred: token=., upos=PUNCT, xpos=., head=2, label=punct
------------------------------------------------------------

# sentence: Yes the sugar .
Gold: token=Yes, upos=INTJ, xpos=UH, head=3, label=intj
Pred: token=Yes, upos=INTJ, xpos=UH, head=3, label=discourse
Gold: token=the, upos=DET, xpos=DT, head=3, label=det
Pred: token=the, upos=DET, xpos=DT, head=3, label=det
Gold: token=sugar, upos=NOUN, xpos=NN, head=0, label=root
Pred: token=sugar, upos=NOUN, xpos=NN, head=0, label=root
Gold: token=., upos=PUNCT, xpos=., head=3, label=punct
Pred: token=., upos=PUNCT, xpos=., head=3, label=punct
------------------------------------------------------------

# sentence: Later outside .
Gold: token=Later, upos=ADV, xpos=RBR, head=2, label=advmod
Pred: token=Later, upos=ADV, xpos=RB, head=0, label=root
Gold: token=outside, upos=ADV, xpos=RB, head=0, label=root
Pred: token=outside, upos=ADV, xpos=RB, head=1, label=conj
Gold: token=., upos=PUNCT, xpos=., head=2, label=punct
Pred: token=., upos=PUNCT, xpos=., head=1, label=punct
------------------------------------------------------------

# sentence: Well we 'll get a cup in a minute .
Gold: token=Well, upos=INTJ, xpos=UH, head=4, label=intj
Pred: token=Well, upos=INTJ, xpos=UH, head=4, label=discourse
Gold: token=we, upos=PRON, xpos=PRP, head=4, label=nsubj
Pred: token=we, upos=PRON, xpos=PRP, head=4, label=nsubj
Gold: token='ll, upos=AUX, xpos=MD, head=4, label=aux
Pred: token='ll, upos=AUX, xpos=MD, head=4, label=aux
Gold: token=get, upos=VERB, xpos=VB, head=0, label=root
Pred: token=get, upos=VERB, xpos=VB, head=0, label=root
Gold: token=a, upos=DET, xpos=DT, head=6, label=det
Pred: token=a, upos=DET, xpos=DT, head=6, label=det
Gold: token=cup, upos=NOUN, xpos=NN, head=4, label=obj
Pred: token=cup, upos=NOUN, xpos=NN, head=4, label=obj
Gold: token=in, upos=ADP, xpos=IN, head=9, label=case
Pred: token=in, upos=ADP, xpos=IN, head=9, label=case
Gold: token=a, upos=DET, xpos=DT, head=9, label=det
Pred: token=a, upos=DET, xpos=DT, head=9, label=det
Gold: token=minute, upos=NOUN, xpos=NN, head=4, label=obl
Pred: token=minute, upos=NOUN, xpos=NN, head=4, label=obl
Gold: token=., upos=PUNCT, xpos=., head=4, label=punct
Pred: token=., upos=PUNCT, xpos=., head=4, label=punct
------------------------------------------------------------

# sentence: No later I think Kathy 's about to go in the house .
Gold: token=No, upos=ADV, xpos=RB, head=4, label=discourse
Pred: token=No, upos=INTJ, xpos=UH, head=4, label=discourse
Gold: token=later, upos=ADV, xpos=RBR, head=4, label=advmod
Pred: token=later, upos=ADV, xpos=RB, head=4, label=advmod
Gold: token=I, upos=PRON, xpos=PRP, head=4, label=nsubj
Pred: token=I, upos=PRON, xpos=PRP, head=4, label=nsubj
Gold: token=think, upos=VERB, xpos=VBP, head=0, label=root
Pred: token=think, upos=VERB, xpos=VBP, head=0, label=root
Gold: token=Kathy, upos=PROPN, xpos=NNP, head=7, label=nsubj
Pred: token=Kathy, upos=PROPN, xpos=NNP, head=7, label=nsubj
Gold: token='s, upos=AUX, xpos=VBZ, head=7, label=cop
Pred: token='s, upos=AUX, xpos=VBZ, head=7, label=cop
Gold: token=about, upos=ADJ, xpos=JJ, head=4, label=ccomp
Pred: token=about, upos=ADV, xpos=RB, head=4, label=ccomp
Gold: token=to, upos=PART, xpos=TO, head=9, label=mark
Pred: token=to, upos=PART, xpos=TO, head=9, label=mark
Gold: token=go, upos=VERB, xpos=VB, head=7, label=xcomp
Pred: token=go, upos=VERB, xpos=VB, head=7, label=xcomp
Gold: token=in, upos=ADP, xpos=IN, head=12, label=case
Pred: token=in, upos=ADP, xpos=IN, head=12, label=case
Gold: token=the, upos=DET, xpos=DT, head=12, label=det
Pred: token=the, upos=DET, xpos=DT, head=12, label=det
Gold: token=house, upos=NOUN, xpos=NN, head=9, label=obl
Pred: token=house, upos=NOUN, xpos=NN, head=9, label=obl
Gold: token=., upos=PUNCT, xpos=., head=4, label=punct
Pred: token=., upos=PUNCT, xpos=., head=4, label=punct
------------------------------------------------------------

# sentence: You wipe it off the table please .
Gold: token=You, upos=PRON, xpos=PRP, head=2, label=nsubj
Pred: token=You, upos=PRON, xpos=PRP, head=2, label=nsubj
Gold: token=wipe, upos=VERB, xpos=VBP, head=0, label=root
Pred: token=wipe, upos=VERB, xpos=VBP, head=0, label=root
Gold: token=it, upos=PRON, xpos=PRP, head=2, label=obj
Pred: token=it, upos=PRON, xpos=PRP, head=2, label=obj
Gold: token=off, upos=ADP, xpos=IN, head=6, label=case
Pred: token=off, upos=ADP, xpos=IN, head=6, label=case
Gold: token=the, upos=DET, xpos=DT, head=6, label=det
Pred: token=the, upos=DET, xpos=DT, head=6, label=det
Gold: token=table, upos=NOUN, xpos=NN, head=2, label=obl
Pred: token=table, upos=NOUN, xpos=NN, head=2, label=obl
Gold: token=please, upos=INTJ, xpos=UH, head=2, label=intj
Pred: token=please, upos=INTJ, xpos=UH, head=2, label=discourse
Gold: token=., upos=PUNCT, xpos=., head=2, label=punct
Pred: token=., upos=PUNCT, xpos=., head=2, label=punct
------------------------------------------------------------

# sentence: Mommy fix .
Gold: token=Mommy, upos=PROPN, xpos=NNP, head=2, label=nsubj
Pred: token=Mommy, upos=NOUN, xpos=NN, head=2, label=nsubj
Gold: token=fix, upos=NOUN, xpos=NN, head=0, label=root
Pred: token=fix, upos=VERB, xpos=VB, head=0, label=root
Gold: token=., upos=PUNCT, xpos=., head=2, label=punct
Pred: token=., upos=PUNCT, xpos=., head=2, label=punct
------------------------------------------------------------

# sentence: Mhm coffee for Fraser .
Gold: token=Mhm, upos=INTJ, xpos=UH, head=2, label=intj
Pred: token=Mhm, upos=INTJ, xpos=UH, head=2, label=discourse
Gold: token=coffee, upos=NOUN, xpos=NN, head=0, label=root
Pred: token=coffee, upos=NOUN, xpos=NN, head=0, label=root
Gold: token=for, upos=ADP, xpos=IN, head=4, label=case
Pred: token=for, upos=ADP, xpos=IN, head=4, label=case
Gold: token=Fraser, upos=PROPN, xpos=NNP, head=2, label=nmod
Pred: token=Fraser, upos=PROPN, xpos=NNP, head=2, label=nmod
Gold: token=., upos=PUNCT, xpos=., head=2, label=punct
Pred: token=., upos=PUNCT, xpos=., head=2, label=punct
------------------------------------------------------------

# sentence: Warm do one .
Gold: token=Warm, upos=ADJ, xpos=JJ, head=2, label=nsubj
Pred: token=Warm, upos=ADJ, xpos=JJ, head=2, label=discourse
Gold: token=do, upos=VERB, xpos=VBP, head=0, label=root
Pred: token=do, upos=VERB, xpos=VB, head=0, label=root
Gold: token=one, upos=NUM, xpos=CD, head=2, label=obj
Pred: token=one, upos=NUM, xpos=CD, head=2, label=obj
Gold: token=., upos=PUNCT, xpos=., head=2, label=punct
Pred: token=., upos=PUNCT, xpos=., head=2, label=punct
------------------------------------------------------------

# sentence: No we 'll leave the door shut .
Gold: token=No, upos=INTJ, xpos=UH, head=4, label=intj
Pred: token=No, upos=INTJ, xpos=UH, head=4, label=discourse
Gold: token=we, upos=PRON, xpos=PRP, head=4, label=nsubj
Pred: token=we, upos=PRON, xpos=PRP, head=4, label=nsubj
Gold: token='ll, upos=AUX, xpos=MD, head=4, label=aux
Pred: token='ll, upos=AUX, xpos=MD, head=4, label=aux
Gold: token=leave, upos=VERB, xpos=VB, head=0, label=root
Pred: token=leave, upos=VERB, xpos=VB, head=0, label=root
Gold: token=the, upos=DET, xpos=DT, head=6, label=det
Pred: token=the, upos=DET, xpos=DT, head=6, label=det
Gold: token=door, upos=NOUN, xpos=NN, head=4, label=obj
Pred: token=door, upos=NOUN, xpos=NN, head=4, label=obj
Gold: token=shut, upos=VERB, xpos=VBN, head=4, label=xcomp
Pred: token=shut, upos=VERB, xpos=VB, head=4, label=xcomp
Gold: token=., upos=PUNCT, xpos=., head=4, label=punct
Pred: token=., upos=PUNCT, xpos=., head=4, label=punct
------------------------------------------------------------

# sentence: Mommy hot coffee one .
Gold: token=Mommy, upos=PROPN, xpos=NNP, head=3, label=vocative
Pred: token=Mommy, upos=NOUN, xpos=NN, head=3, label=vocative
Gold: token=hot, upos=ADJ, xpos=JJ, head=3, label=amod
Pred: token=hot, upos=ADJ, xpos=JJ, head=3, label=amod
Gold: token=coffee, upos=NOUN, xpos=NN, head=0, label=root
Pred: token=coffee, upos=NOUN, xpos=NN, head=0, label=root
Gold: token=one, upos=NUM, xpos=CD, head=3, label=nummod
Pred: token=one, upos=NUM, xpos=CD, head=3, label=conj
Gold: token=., upos=PUNCT, xpos=., head=3, label=punct
Pred: token=., upos=PUNCT, xpos=., head=3, label=punct
------------------------------------------------------------

# sentence: Because I want it shut .
Gold: token=Because, upos=SCONJ, xpos=IN, head=3, label=mark
Pred: token=Because, upos=SCONJ, xpos=IN, head=3, label=mark
Gold: token=I, upos=PRON, xpos=PRP, head=3, label=nsubj
Pred: token=I, upos=PRON, xpos=PRP, head=3, label=nsubj
Gold: token=want, upos=VERB, xpos=VBP, head=0, label=root
Pred: token=want, upos=VERB, xpos=VBP, head=0, label=root
Gold: token=it, upos=PRON, xpos=PRP, head=3, label=obj
Pred: token=it, upos=PRON, xpos=PRP, head=3, label=obj
Gold: token=shut, upos=ADJ, xpos=JJ, head=3, label=xcomp
Pred: token=shut, upos=VERB, xpos=VB, head=3, label=xcomp
Gold: token=., upos=PUNCT, xpos=., head=3, label=punct
Pred: token=., upos=PUNCT, xpos=., head=3, label=punct
------------------------------------------------------------

# sentence: I 'll fix it once more and that 's all .
Gold: token=I, upos=PRON, xpos=PRP, head=3, label=nsubj
Pred: token=I, upos=PRON, xpos=PRP, head=3, label=nsubj
Gold: token='ll, upos=AUX, xpos=MD, head=3, label=aux
Pred: token='ll, upos=AUX, xpos=MD, head=3, label=aux
Gold: token=fix, upos=VERB, xpos=VB, head=0, label=root
Pred: token=fix, upos=VERB, xpos=VB, head=0, label=root
Gold: token=it, upos=PRON, xpos=PRP, head=3, label=obj
Pred: token=it, upos=PRON, xpos=PRP, head=3, label=obj
Gold: token=once, upos=ADV, xpos=RB, head=3, label=advmod
Pred: token=once, upos=ADV, xpos=RB, head=6, label=advmod
Gold: token=more, upos=ADJ, xpos=JJR, head=5, label=advmod
Pred: token=more, upos=ADJ, xpos=JJR, head=3, label=advmod
Gold: token=and, upos=CCONJ, xpos=CC, head=10, label=cc
Pred: token=and, upos=CCONJ, xpos=CC, head=10, label=cc
Gold: token=that, upos=PRON, xpos=DT, head=10, label=nsubj
Pred: token=that, upos=PRON, xpos=DT, head=10, label=nsubj
Gold: token='s, upos=AUX, xpos=VBZ, head=10, label=cop
Pred: token='s, upos=AUX, xpos=VBZ, head=10, label=cop
Gold: token=all, upos=DET, xpos=DT, head=3, label=conj
Pred: token=all, upos=DET, xpos=DT, head=3, label=conj
Gold: token=., upos=PUNCT, xpos=., head=3, label=punct
Pred: token=., upos=PUNCT, xpos=., head=3, label=punct
------------------------------------------------------------

# sentence: Put sugar in .
Gold: token=Put, upos=VERB, xpos=VB, head=0, label=root
Pred: token=Put, upos=VERB, xpos=VB, head=0, label=root
Gold: token=sugar, upos=NOUN, xpos=NN, head=1, label=obj
Pred: token=sugar, upos=NOUN, xpos=NN, head=1, label=obj
Gold: token=in, upos=ADV, xpos=RB, head=1, label=advmod
Pred: token=in, upos=ADV, xpos=RB, head=1, label=prt
Gold: token=., upos=PUNCT, xpos=., head=1, label=punct
Pred: token=., upos=PUNCT, xpos=., head=1, label=punct
------------------------------------------------------------

# sentence: Yes Kathy was crying .
Gold: token=Yes, upos=INTJ, xpos=UH, head=4, label=intj
Pred: token=Yes, upos=INTJ, xpos=UH, head=4, label=discourse
Gold: token=Kathy, upos=PROPN, xpos=NNP, head=4, label=nsubj
Pred: token=Kathy, upos=PROPN, xpos=NNP, head=4, label=nsubj
Gold: token=was, upos=AUX, xpos=VBD, head=4, label=aux
Pred: token=was, upos=AUX, xpos=VBD, head=4, label=aux
Gold: token=crying, upos=VERB, xpos=VBG, head=0, label=root
Pred: token=crying, upos=VERB, xpos=VBG, head=0, label=root
Gold: token=., upos=PUNCT, xpos=., head=4, label=punct
Pred: token=., upos=PUNCT, xpos=., head=4, label=punct
------------------------------------------------------------

# sentence: No Fraser 'll put the sugar in his own coffee .
Gold: token=No, upos=DET, xpos=DT, head=4, label=discourse
Pred: token=No, upos=DET, xpos=DT, head=4, label=discourse
Gold: token=Fraser, upos=PROPN, xpos=NNP, head=4, label=nsubj
Pred: token=Fraser, upos=PROPN, xpos=NNP, head=4, label=nsubj
Gold: token='ll, upos=AUX, xpos=MD, head=4, label=aux
Pred: token='ll, upos=AUX, xpos=MD, head=4, label=aux
Gold: token=put, upos=VERB, xpos=VB, head=0, label=root
Pred: token=put, upos=VERB, xpos=VB, head=0, label=root
Gold: token=the, upos=DET, xpos=DT, head=6, label=det
Pred: token=the, upos=DET, xpos=DT, head=6, label=det
Gold: token=sugar, upos=NOUN, xpos=NN, head=4, label=obj
Pred: token=sugar, upos=NOUN, xpos=NN, head=4, label=obj
Gold: token=in, upos=ADP, xpos=IN, head=10, label=case
Pred: token=in, upos=ADP, xpos=IN, head=10, label=case
Gold: token=his, upos=PRON, xpos=PRP$, head=10, label=det
Pred: token=his, upos=PRON, xpos=PRP$, head=10, label=poss
Gold: token=own, upos=ADJ, xpos=JJ, head=10, label=amod
Pred: token=own, upos=ADJ, xpos=JJ, head=10, label=amod
Gold: token=coffee, upos=NOUN, xpos=NN, head=4, label=obl
Pred: token=coffee, upos=NOUN, xpos=NN, head=4, label=obl
Gold: token=., upos=PUNCT, xpos=., head=4, label=punct
Pred: token=., upos=PUNCT, xpos=., head=4, label=punct
