sentence,category
I need some other things cake .,SPT
And that what 's you do .,SPT
I I would want I would want something else .,SPT
So what kindsa things match though ?,SPT
You need a Kleenex ?,SPT
I was watching Clifford .,SPT
I do n't remember a lot of it .,SPT
I said ruff !,SPT
Everyone get in the truck and we 'll and we 'll get you to the farmhouse .,SPT
I want you to buy something else for my birthday .,SPT
I want you to buy I want you to buy a broom a purple broom .,SPT
We 'll hold the door .,SPT
He had his costume .,SPT
He 's trying to stick it in .,SPT
I bet I can pull it out .,SPT
I 'm gon na play this .,SPT
Let 's see what 's on the back .,SPT
Yeah I want something else Dad .,SPT
Uh I think a sweater .,SPT
You can have also this .,SPT
Alright we 've got those .,SPT
Emma I mean Avril .,SPT
Alright what do you call that one ?,SPT
Turkey dogs spinach munchies come and get them !,SPT
Oh can we can we figure it out from looking at these clues ?,SPT
Because hot and cold does n't really have anything to do with the plate and cup does it ?,SPT
Why do n't we just let her play with something over here .,SPT
You 're getting more popcorn I see .,SPT
How many would you like ?,SPT
We went we got that on the camping trip right ?,SPT
All right we 'll go there and you guys can play and we wo n't bother you .,SPT
Well we should probably let Lauren pack up .,SPT
Well you know we did have the problems last night did n't we ?,SPT
Lauren could n't get it to work either ?,SPT
Okay I got ta find the toy .,SPT
It is a let 's see .,SPT
I see it .,SPT
I want this .,SPT
I ca n't find it .,SPT
I do n't see it .,SPT
I did it .,SPT
I see you !,SPT
I love it !,SPT
You do it .,SPT
I 'll help you .,SPT
You read it .,SPT
You like that one ?,SPT
You know what .,SPT
You see it ?,SPT
I 'll go get them .,SPT
I 'll get it .,SPT
I need one .,SPT
You can do it .,SPT
I want this one .,SPT
I 'll fix it .,SPT
Oh you know what ?,SPT
I do n't like them .,SPT
I do n't want it .,SPT
I found it !,SPT
I want blue .,SPT
You find them ?,SPT
No what are you doing ?,SPT
Okay you help me ?,SPT
I like this .,SPT
Okay let 's see what else we have .,SPT
You hold it .,SPT
I like it .,SPT
You got it .,SPT
What we do .,SPT
I want it .,SPT
I know it .,SPT
I got it .,SPT
I 'll read it .,SPT
You have one too .,SPT
I wan na do it .,SPT
I love you too .,SPT
I want some !,SPT
I can do that for you .,SPT
You wan na see it ?,SPT
I can do that .,SPT
