Sentence,Roberta_CDS_biaffine,Roberta_eng_biaffine,Stanza_off_the_shelf
nee nah nee nah .,"nee	_	_	_	_	_	0	root	_	_
nah	_	_	_	_	_	1	flat	_	_
nee	_	_	_	_	_	1	conj	_	_
nah	_	_	_	_	_	1	flat	_	_
.	_	_	_	_	_	1	punct	_	_","nee	_	_	_	_	_	0	root	_	_
nah	_	_	_	_	_	1	flat	_	_
nee	_	_	_	_	_	4	discourse	_	_
nah	_	_	_	_	_	1	flat	_	_
.	_	_	_	_	_	1	punct	_	_","nee	_	INTJ	UH	_	_	3	discourse	_	_
nah	_	INTJ	UH	_	_	3	discourse	_	_
nee	_	INTJ	UH	_	_	4	discourse	_	_
nah	_	INTJ	UH	_	_	0	root	_	_
.	_	PUNCT	.	_	_	1	punct	_	_"
nee nah .,"nee	_	_	_	_	_	0	root	_	_
nah	_	_	_	_	_	1	flat	_	_
.	_	_	_	_	_	1	punct	_	_","nee	_	_	_	_	_	0	root	_	_
nah	_	_	_	_	_	1	discourse	_	_
.	_	_	_	_	_	1	punct	_	_","nee	_	INTJ	UH	_	_	2	discourse	_	_
nah	_	INTJ	UH	_	_	0	root	_	_
.	_	PUNCT	.	_	_	1	punct	_	_"
nee nah nee nah .,"nee	_	_	_	_	_	0	root	_	_
nah	_	_	_	_	_	1	flat	_	_
nee	_	_	_	_	_	1	conj	_	_
nah	_	_	_	_	_	1	flat	_	_
.	_	_	_	_	_	1	punct	_	_","nee	_	_	_	_	_	0	root	_	_
nah	_	_	_	_	_	1	flat	_	_
nee	_	_	_	_	_	4	discourse	_	_
nah	_	_	_	_	_	1	flat	_	_
.	_	_	_	_	_	1	punct	_	_","nee	_	INTJ	UH	_	_	3	discourse	_	_
nah	_	INTJ	UH	_	_	3	discourse	_	_
nee	_	INTJ	UH	_	_	4	discourse	_	_
nah	_	INTJ	UH	_	_	0	root	_	_
.	_	PUNCT	.	_	_	1	punct	_	_"
nee nah .,"nee	_	_	_	_	_	0	root	_	_
nah	_	_	_	_	_	1	flat	_	_
.	_	_	_	_	_	1	punct	_	_","nee	_	_	_	_	_	0	root	_	_
nah	_	_	_	_	_	1	discourse	_	_
.	_	_	_	_	_	1	punct	_	_","nee	_	INTJ	UH	_	_	2	discourse	_	_
nah	_	INTJ	UH	_	_	0	root	_	_
.	_	PUNCT	.	_	_	1	punct	_	_"
nee nah .,"nee	_	_	_	_	_	0	root	_	_
nah	_	_	_	_	_	1	flat	_	_
.	_	_	_	_	_	1	punct	_	_","nee	_	_	_	_	_	0	root	_	_
nah	_	_	_	_	_	1	discourse	_	_
.	_	_	_	_	_	1	punct	_	_","nee	_	INTJ	UH	_	_	2	discourse	_	_
nah	_	INTJ	UH	_	_	0	root	_	_
.	_	PUNCT	.	_	_	1	punct	_	_"
it's jamajos .,"it's	_	_	_	_	_	2	cop	_	_
jamajos	_	_	_	_	_	0	root	_	_
.	_	_	_	_	_	2	punct	_	_","it's	_	_	_	_	_	2	cop	_	_
jamajos	_	_	_	_	_	0	root	_	_
.	_	_	_	_	_	2	punct	_	_","it	_	PRON	PRP	_	_	3	nsubj	_	_
's	_	AUX	VBZ	_	_	3	cop	_	_
jamajos	_	NOUN	NNS	_	_	0	root	_	_
.	_	PUNCT	.	_	_	3	punct	_	_"
out out .,"out	_	_	_	_	_	0	root	_	_
out	_	_	_	_	_	1	conj	_	_
.	_	_	_	_	_	1	punct	_	_","out	_	_	_	_	_	2	advmod	_	_
out	_	_	_	_	_	0	root	_	_
.	_	_	_	_	_	2	punct	_	_","out	_	ADV	RB	_	_	0	root	_	_
out	_	ADP	RP	_	_	1	advmod	_	_
.	_	PUNCT	.	_	_	1	punct	_	_"
can't see them .,"can't	_	_	_	_	_	2	aux	_	_
see	_	_	_	_	_	0	root	_	_
them	_	_	_	_	_	2	obj	_	_
.	_	_	_	_	_	2	punct	_	_","can't	_	_	_	_	_	2	advmod	_	_
see	_	_	_	_	_	0	root	_	_
them	_	_	_	_	_	2	obj	_	_
.	_	_	_	_	_	2	punct	_	_","ca	_	AUX	MD	_	_	3	aux	_	_
n't	_	PART	RB	_	_	3	advmod	_	_
see	_	VERB	VB	_	_	0	root	_	_
them	_	PRON	PRP	_	_	3	obj	_	_
.	_	PUNCT	.	_	_	3	punct	_	_"
Teletubbie Toast Teletubbie Toast .,"Teletubbie	_	_	_	_	_	2	compound	_	_
Toast	_	_	_	_	_	0	root	_	_
Teletubbie	_	_	_	_	_	4	compound	_	_
Toast	_	_	_	_	_	2	parataxis	_	_
.	_	_	_	_	_	2	punct	_	_","Teletubbie	_	_	_	_	_	2	compound	_	_
Toast	_	_	_	_	_	0	root	_	_
Teletubbie	_	_	_	_	_	4	compound	_	_
Toast	_	_	_	_	_	2	parataxis	_	_
.	_	_	_	_	_	2	punct	_	_","Teletubbie	_	PROPN	NNP	_	_	2	compound	_	_
Toast	_	PROPN	NNP	_	_	4	compound	_	_
Teletubbie	_	PROPN	NNP	_	_	4	compound	_	_
Toast	_	PROPN	NNP	_	_	0	root	_	_
.	_	PUNCT	.	_	_	4	punct	_	_"
naughty Noo Noo .,"naughty	_	_	_	_	_	2	amod	_	_
Noo	_	_	_	_	_	0	root	_	_
Noo	_	_	_	_	_	2	flat	_	_
.	_	_	_	_	_	2	punct	_	_","naughty	_	_	_	_	_	3	amod	_	_
Noo	_	_	_	_	_	0	root	_	_
Noo	_	_	_	_	_	2	flat	_	_
.	_	_	_	_	_	2	punct	_	_","naughty	_	ADJ	JJ	_	_	0	root	_	_
Noo	_	INTJ	UH	_	_	1	discourse	_	_
Noo	_	INTJ	UH	_	_	2	flat	_	_
.	_	PUNCT	.	_	_	1	punct	_	_"
Tinky Winky and Po .,"Tinky	_	_	_	_	_	0	root	_	_
Winky	_	_	_	_	_	1	conj	_	_
and	_	_	_	_	_	4	cc	_	_
Po	_	_	_	_	_	1	conj	_	_
.	_	_	_	_	_	1	punct	_	_","Tinky	_	_	_	_	_	0	root	_	_
Winky	_	_	_	_	_	1	flat	_	_
and	_	_	_	_	_	4	cc	_	_
Po	_	_	_	_	_	1	conj	_	_
.	_	_	_	_	_	1	punct	_	_","Tinky	_	PROPN	NNP	_	_	0	root	_	_
Winky	_	PROPN	NNP	_	_	1	flat	_	_
and	_	CCONJ	CC	_	_	4	cc	_	_
Po	_	PROPN	NNP	_	_	1	conj	_	_
.	_	PUNCT	.	_	_	1	punct	_	_"
big birds coming out your hair .,"big	_	_	_	_	_	2	amod	_	_
birds	_	_	_	_	_	3	nsubj	_	_
coming	_	_	_	_	_	0	root	_	_
out	_	_	_	_	_	6	case	_	_
your	_	_	_	_	_	6	nmod:poss	_	_
hair	_	_	_	_	_	3	obl	_	_
.	_	_	_	_	_	3	punct	_	_","big	_	_	_	_	_	2	amod	_	_
birds	_	_	_	_	_	0	root	_	_
coming	_	_	_	_	_	2	acl	_	_
out	_	_	_	_	_	6	case	_	_
your	_	_	_	_	_	6	nmod:poss	_	_
hair	_	_	_	_	_	3	obl	_	_
.	_	_	_	_	_	2	punct	_	_","big	_	ADJ	JJ	_	_	2	amod	_	_
birds	_	NOUN	NNS	_	_	0	root	_	_
coming	_	VERB	VBG	_	_	2	acl	_	_
out	_	ADP	IN	_	_	6	case	_	_
your	_	PRON	PRP$	_	_	6	nmod:poss	_	_
hair	_	NOUN	NN	_	_	3	obl	_	_
.	_	PUNCT	.	_	_	2	punct	_	_"
get down .,"get	_	_	_	_	_	0	root	_	_
down	_	_	_	_	_	1	advmod	_	_
.	_	_	_	_	_	1	punct	_	_","get	_	_	_	_	_	0	root	_	_
down	_	_	_	_	_	1	advmod	_	_
.	_	_	_	_	_	1	punct	_	_","get	_	VERB	VB	_	_	0	root	_	_
down	_	ADP	RP	_	_	1	compound:prt	_	_
.	_	PUNCT	.	_	_	1	punct	_	_"
um baby sheeps .,"um	_	_	_	_	_	3	discourse	_	_
baby	_	_	_	_	_	3	amod	_	_
sheeps	_	_	_	_	_	0	root	_	_
.	_	_	_	_	_	3	punct	_	_","um	_	_	_	_	_	3	discourse	_	_
baby	_	_	_	_	_	3	amod	_	_
sheeps	_	_	_	_	_	0	root	_	_
.	_	_	_	_	_	3	punct	_	_","um	_	INTJ	UH	_	_	3	discourse	_	_
baby	_	NOUN	NN	_	_	3	compound	_	_
sheeps	_	NOUN	NNS	_	_	0	root	_	_
.	_	PUNCT	.	_	_	3	punct	_	_"
you make a little bear and a and a rabbit .,"you	_	_	_	_	_	2	nsubj	_	_
make	_	_	_	_	_	0	root	_	_
a	_	_	_	_	_	5	det	_	_
little	_	_	_	_	_	5	amod	_	_
bear	_	_	_	_	_	2	obj	_	_
and	_	_	_	_	_	7	cc	_	_
a	_	_	_	_	_	5	conj	_	_
and	_	_	_	_	_	10	cc	_	_
a	_	_	_	_	_	10	det	_	_
rabbit	_	_	_	_	_	5	conj	_	_
.	_	_	_	_	_	2	punct	_	_","you	_	_	_	_	_	2	nsubj	_	_
make	_	_	_	_	_	0	root	_	_
a	_	_	_	_	_	5	det	_	_
little	_	_	_	_	_	5	amod	_	_
bear	_	_	_	_	_	2	obj	_	_
and	_	_	_	_	_	7	cc	_	_
a	_	_	_	_	_	5	conj	_	_
and	_	_	_	_	_	10	cc	_	_
a	_	_	_	_	_	10	det	_	_
rabbit	_	_	_	_	_	5	conj	_	_
.	_	_	_	_	_	2	punct	_	_","you	_	PRON	PRP	_	_	2	nsubj	_	_
make	_	VERB	VBP	_	_	0	root	_	_
a	_	DET	DT	_	_	5	det	_	_
little	_	ADJ	JJ	_	_	5	amod	_	_
bear	_	NOUN	NN	_	_	2	obj	_	_
and	_	CCONJ	CC	_	_	10	cc	_	_
a	_	DET	DT	_	_	10	det	_	_
and	_	CCONJ	CC	_	_	10	cc	_	_
a	_	DET	DT	_	_	10	det	_	_
rabbit	_	NOUN	NN	_	_	5	conj	_	_
.	_	PUNCT	.	_	_	2	punct	_	_"
you make a bear Mommy .,"you	_	_	_	_	_	2	nsubj	_	_
make	_	_	_	_	_	0	root	_	_
a	_	_	_	_	_	4	det	_	_
bear	_	_	_	_	_	2	obj	_	_
Mommy	_	_	_	_	_	2	vocative	_	_
.	_	_	_	_	_	2	punct	_	_","you	_	_	_	_	_	2	nsubj	_	_
make	_	_	_	_	_	0	root	_	_
a	_	_	_	_	_	4	det	_	_
bear	_	_	_	_	_	2	obj	_	_
Mommy	_	_	_	_	_	2	vocative	_	_
.	_	_	_	_	_	2	punct	_	_","you	_	PRON	PRP	_	_	2	nsubj	_	_
make	_	VERB	VBP	_	_	0	root	_	_
a	_	DET	DT	_	_	5	det	_	_
bear	_	NOUN	NN	_	_	5	compound	_	_
Mommy	_	PROPN	NNP	_	_	2	obj	_	_
.	_	PUNCT	.	_	_	2	punct	_	_"
you make a rabbit and a bear I said .,"you	_	_	_	_	_	2	nsubj	_	_
make	_	_	_	_	_	0	root	_	_
a	_	_	_	_	_	4	det	_	_
rabbit	_	_	_	_	_	2	obj	_	_
and	_	_	_	_	_	7	cc	_	_
a	_	_	_	_	_	7	det	_	_
bear	_	_	_	_	_	4	conj	_	_
I	_	_	_	_	_	9	nsubj	_	_
said	_	_	_	_	_	2	parataxis	_	_
.	_	_	_	_	_	2	punct	_	_","you	_	_	_	_	_	2	nsubj	_	_
make	_	_	_	_	_	9	ccomp	_	_
a	_	_	_	_	_	4	det	_	_
rabbit	_	_	_	_	_	2	obj	_	_
and	_	_	_	_	_	7	cc	_	_
a	_	_	_	_	_	7	det	_	_
bear	_	_	_	_	_	4	conj	_	_
I	_	_	_	_	_	9	nsubj	_	_
said	_	_	_	_	_	0	root	_	_
.	_	_	_	_	_	9	punct	_	_","you	_	PRON	PRP	_	_	2	nsubj	_	_
make	_	VERB	VBP	_	_	0	root	_	_
a	_	DET	DT	_	_	4	det	_	_
rabbit	_	NOUN	NN	_	_	2	obj	_	_
and	_	CCONJ	CC	_	_	7	cc	_	_
a	_	DET	DT	_	_	7	det	_	_
bear	_	NOUN	NN	_	_	4	conj	_	_
I	_	PRON	PRP	_	_	9	nsubj	_	_
said	_	VERB	VBD	_	_	7	acl:relcl	_	_
.	_	PUNCT	.	_	_	2	punct	_	_"
yum yum yum yum yum yum a yum .,"yum	_	_	_	_	_	0	root	_	_
yum	_	_	_	_	_	1	conj	_	_
yum	_	_	_	_	_	1	conj	_	_
yum	_	_	_	_	_	1	conj	_	_
yum	_	_	_	_	_	1	conj	_	_
yum	_	_	_	_	_	1	conj	_	_
a	_	_	_	_	_	8	reparandum	_	_
yum	_	_	_	_	_	1	conj	_	_
.	_	_	_	_	_	1	punct	_	_","yum	_	_	_	_	_	0	root	_	_
yum	_	_	_	_	_	1	conj	_	_
yum	_	_	_	_	_	1	conj	_	_
yum	_	_	_	_	_	1	conj	_	_
yum	_	_	_	_	_	1	conj	_	_
yum	_	_	_	_	_	8	discourse	_	_
a	_	_	_	_	_	8	discourse	_	_
yum	_	_	_	_	_	1	parataxis	_	_
.	_	_	_	_	_	1	punct	_	_","yum	_	INTJ	UH	_	_	8	discourse	_	_
yum	_	INTJ	UH	_	_	8	discourse	_	_
yum	_	INTJ	UH	_	_	8	discourse	_	_
yum	_	INTJ	UH	_	_	8	discourse	_	_
yum	_	INTJ	UH	_	_	8	discourse	_	_
yum	_	INTJ	UH	_	_	8	discourse	_	_
a	_	DET	DT	_	_	8	det	_	_
yum	_	PROPN	NNP	_	_	0	root	_	_
.	_	PUNCT	.	_	_	8	punct	_	_"
yup we don't .,"yup	_	_	_	_	_	3	discourse	_	_
we	_	_	_	_	_	3	nsubj	_	_
don't	_	_	_	_	_	0	root	_	_
.	_	_	_	_	_	3	punct	_	_","yup	_	_	_	_	_	3	discourse	_	_
we	_	_	_	_	_	3	nsubj	_	_
don't	_	_	_	_	_	0	root	_	_
.	_	_	_	_	_	3	punct	_	_","yup	_	INTJ	UH	_	_	3	discourse	_	_
we	_	PRON	PRP	_	_	3	nsubj	_	_
do	_	AUX	VBP	_	_	0	root	_	_
n't	_	PART	RB	_	_	3	advmod	_	_
.	_	PUNCT	.	_	_	3	punct	_	_"
I can't know how to make a dog .,"I	_	_	_	_	_	3	nsubj	_	_
can't	_	_	_	_	_	3	aux	_	_
know	_	_	_	_	_	0	root	_	_
how	_	_	_	_	_	6	mark	_	_
to	_	_	_	_	_	6	mark	_	_
make	_	_	_	_	_	3	ccomp	_	_
a	_	_	_	_	_	8	det	_	_
dog	_	_	_	_	_	6	obj	_	_
.	_	_	_	_	_	3	punct	_	_","I	_	_	_	_	_	3	nsubj	_	_
can't	_	_	_	_	_	3	aux	_	_
know	_	_	_	_	_	0	root	_	_
how	_	_	_	_	_	3	obj	_	_
to	_	_	_	_	_	6	mark	_	_
make	_	_	_	_	_	4	acl	_	_
a	_	_	_	_	_	8	det	_	_
dog	_	_	_	_	_	6	obj	_	_
.	_	_	_	_	_	3	punct	_	_","I	_	PRON	PRP	_	_	4	nsubj	_	_
ca	_	AUX	MD	_	_	4	aux	_	_
n't	_	PART	RB	_	_	4	advmod	_	_
know	_	VERB	VB	_	_	0	root	_	_
how	_	ADV	WRB	_	_	4	obj	_	_
to	_	PART	TO	_	_	7	mark	_	_
make	_	VERB	VB	_	_	5	acl	_	_
a	_	DET	DT	_	_	9	det	_	_
dog	_	NOUN	NN	_	_	7	obj	_	_
.	_	PUNCT	.	_	_	4	punct	_	_"
"um , turn the other page .","um	_	_	_	_	_	3	discourse	_	_
,	_	_	_	_	_	3	mark	_	_
turn	_	_	_	_	_	0	root	_	_
the	_	_	_	_	_	6	det	_	_
other	_	_	_	_	_	6	amod	_	_
page	_	_	_	_	_	3	obj	_	_
.	_	_	_	_	_	3	punct	_	_","um	_	_	_	_	_	3	discourse	_	_
,	_	_	_	_	_	1	punct	_	_
turn	_	_	_	_	_	0	root	_	_
the	_	_	_	_	_	6	det	_	_
other	_	_	_	_	_	6	amod	_	_
page	_	_	_	_	_	3	obj	_	_
.	_	_	_	_	_	3	punct	_	_","um	_	INTJ	UH	_	_	3	discourse	_	_
,	_	PUNCT	,	_	_	1	punct	_	_
turn	_	VERB	VB	_	_	0	root	_	_
the	_	DET	DT	_	_	6	det	_	_
other	_	ADJ	JJ	_	_	6	amod	_	_
page	_	NOUN	NN	_	_	3	obj	_	_
.	_	PUNCT	.	_	_	3	punct	_	_"
"no principals have , these .","no	_	_	_	_	_	2	det	_	_
principals	_	_	_	_	_	3	nsubj	_	_
have	_	_	_	_	_	0	root	_	_
,	_	_	_	_	_	5	case	_	_
these	_	_	_	_	_	3	obj	_	_
.	_	_	_	_	_	3	punct	_	_","no	_	_	_	_	_	2	det	_	_
principals	_	_	_	_	_	3	nsubj	_	_
have	_	_	_	_	_	0	root	_	_
,	_	_	_	_	_	5	punct	_	_
these	_	_	_	_	_	3	obj	_	_
.	_	_	_	_	_	3	punct	_	_","no	_	DET	DT	_	_	2	det	_	_
principals	_	NOUN	NNS	_	_	3	nsubj	_	_
have	_	AUX	VBP	_	_	0	root	_	_
,	_	PUNCT	,	_	_	5	punct	_	_
these	_	PRON	DT	_	_	3	vocative	_	_
.	_	PUNCT	.	_	_	3	punct	_	_"
there's two .,"there's	_	_	_	_	_	0	root	_	_
two	_	_	_	_	_	1	nsubj	_	_
.	_	_	_	_	_	1	punct	_	_","there's	_	_	_	_	_	0	root	_	_
two	_	_	_	_	_	1	nsubj	_	_
.	_	_	_	_	_	1	punct	_	_","there	_	PRON	EX	_	_	2	expl	_	_
's	_	VERB	VBZ	_	_	0	root	_	_
two	_	NUM	CD	_	_	2	nsubj	_	_
.	_	PUNCT	.	_	_	2	punct	_	_"
wanna buy a chocolate now .,"wanna	_	_	_	_	_	0	root	_	_
buy	_	_	_	_	_	1	xcomp	_	_
a	_	_	_	_	_	4	det	_	_
chocolate	_	_	_	_	_	2	obj	_	_
now	_	_	_	_	_	2	advmod	_	_
.	_	_	_	_	_	1	punct	_	_","wanna	_	_	_	_	_	0	root	_	_
buy	_	_	_	_	_	1	xcomp	_	_
a	_	_	_	_	_	4	det	_	_
chocolate	_	_	_	_	_	2	obj	_	_
now	_	_	_	_	_	2	advmod	_	_
.	_	_	_	_	_	1	punct	_	_","wan	_	VERB	VBP	_	_	0	root	_	_
na	_	PART	TO	_	_	3	mark	_	_
buy	_	VERB	VB	_	_	1	xcomp	_	_
a	_	DET	DT	_	_	5	det	_	_
chocolate	_	NOUN	NN	_	_	3	obj	_	_
now	_	ADV	RB	_	_	3	advmod	_	_
.	_	PUNCT	.	_	_	1	punct	_	_"
you're not .,"you're	_	_	_	_	_	2	nsubj	_	_
not	_	_	_	_	_	0	root	_	_
.	_	_	_	_	_	2	punct	_	_","you're	_	_	_	_	_	2	nsubj	_	_
not	_	_	_	_	_	0	root	_	_
.	_	_	_	_	_	2	punct	_	_","you	_	PRON	PRP	_	_	2	nsubj	_	_
're	_	AUX	VBP	_	_	0	root	_	_
not	_	PART	RB	_	_	2	advmod	_	_
.	_	PUNCT	.	_	_	2	punct	_	_"
moo moo .,"moo	_	_	_	_	_	0	root	_	_
moo	_	_	_	_	_	1	flat	_	_
.	_	_	_	_	_	1	punct	_	_","moo	_	_	_	_	_	0	root	_	_
moo	_	_	_	_	_	1	flat	_	_
.	_	_	_	_	_	1	punct	_	_","moo	_	INTJ	UH	_	_	2	discourse	_	_
moo	_	NOUN	NN	_	_	0	root	_	_
.	_	PUNCT	.	_	_	2	punct	_	_"
neigh neigh .,"neigh	_	_	_	_	_	0	root	_	_
neigh	_	_	_	_	_	1	flat	_	_
.	_	_	_	_	_	1	punct	_	_","neigh	_	_	_	_	_	0	root	_	_
neigh	_	_	_	_	_	1	flat	_	_
.	_	_	_	_	_	1	punct	_	_","neigh	_	VERB	VB	_	_	0	root	_	_
neigh	_	NOUN	NN	_	_	1	obj	_	_
.	_	PUNCT	.	_	_	1	punct	_	_"
firstname like's elephants too .,"firstname	_	_	_	_	_	2	nsubj	_	_
like's	_	_	_	_	_	0	root	_	_
elephants	_	_	_	_	_	2	obj	_	_
too	_	_	_	_	_	2	advmod	_	_
.	_	_	_	_	_	2	punct	_	_","firstname	_	_	_	_	_	2	nsubj	_	_
like's	_	_	_	_	_	0	root	_	_
elephants	_	_	_	_	_	2	obj	_	_
too	_	_	_	_	_	2	advmod	_	_
.	_	_	_	_	_	2	punct	_	_","firstname	_	ADJ	JJ	_	_	4	amod	_	_
like	_	INTJ	UH	_	_	4	discourse	_	_
's	_	AUX	VBZ	_	_	4	cop	_	_
elephants	_	NOUN	NNS	_	_	0	root	_	_
too	_	ADV	RB	_	_	4	advmod	_	_
.	_	PUNCT	.	_	_	4	punct	_	_"
Mummy do it .,"Mummy	_	_	_	_	_	2	vocative	_	_
do	_	_	_	_	_	0	root	_	_
it	_	_	_	_	_	2	obj	_	_
.	_	_	_	_	_	2	punct	_	_","Mummy	_	_	_	_	_	2	vocative	_	_
do	_	_	_	_	_	0	root	_	_
it	_	_	_	_	_	2	obj	_	_
.	_	_	_	_	_	2	punct	_	_","Mummy	_	NOUN	NN	_	_	2	nsubj	_	_
do	_	VERB	VB	_	_	0	root	_	_
it	_	PRON	PRP	_	_	2	obj	_	_
.	_	PUNCT	.	_	_	2	punct	_	_"
Mummy do it .,"Mummy	_	_	_	_	_	2	vocative	_	_
do	_	_	_	_	_	0	root	_	_
it	_	_	_	_	_	2	obj	_	_
.	_	_	_	_	_	2	punct	_	_","Mummy	_	_	_	_	_	2	vocative	_	_
do	_	_	_	_	_	0	root	_	_
it	_	_	_	_	_	2	obj	_	_
.	_	_	_	_	_	2	punct	_	_","Mummy	_	NOUN	NN	_	_	2	nsubj	_	_
do	_	VERB	VB	_	_	0	root	_	_
it	_	PRON	PRP	_	_	2	obj	_	_
.	_	PUNCT	.	_	_	2	punct	_	_"
Mummy do it .,"Mummy	_	_	_	_	_	2	vocative	_	_
do	_	_	_	_	_	0	root	_	_
it	_	_	_	_	_	2	obj	_	_
.	_	_	_	_	_	2	punct	_	_","Mummy	_	_	_	_	_	2	vocative	_	_
do	_	_	_	_	_	0	root	_	_
it	_	_	_	_	_	2	obj	_	_
.	_	_	_	_	_	2	punct	_	_","Mummy	_	NOUN	NN	_	_	2	nsubj	_	_
do	_	VERB	VB	_	_	0	root	_	_
it	_	PRON	PRP	_	_	2	obj	_	_
.	_	PUNCT	.	_	_	2	punct	_	_"
Mummy do it .,"Mummy	_	_	_	_	_	2	vocative	_	_
do	_	_	_	_	_	0	root	_	_
it	_	_	_	_	_	2	obj	_	_
.	_	_	_	_	_	2	punct	_	_","Mummy	_	_	_	_	_	2	vocative	_	_
do	_	_	_	_	_	0	root	_	_
it	_	_	_	_	_	2	obj	_	_
.	_	_	_	_	_	2	punct	_	_","Mummy	_	NOUN	NN	_	_	2	nsubj	_	_
do	_	VERB	VB	_	_	0	root	_	_
it	_	PRON	PRP	_	_	2	obj	_	_
.	_	PUNCT	.	_	_	2	punct	_	_"
one two three four five .,"one	_	_	_	_	_	0	root	_	_
two	_	_	_	_	_	1	conj	_	_
three	_	_	_	_	_	1	conj	_	_
four	_	_	_	_	_	1	conj	_	_
five	_	_	_	_	_	1	conj	_	_
.	_	_	_	_	_	1	punct	_	_","one	_	_	_	_	_	0	root	_	_
two	_	_	_	_	_	1	conj	_	_
three	_	_	_	_	_	1	conj	_	_
four	_	_	_	_	_	1	conj	_	_
five	_	_	_	_	_	1	conj	_	_
.	_	_	_	_	_	1	punct	_	_","one	_	NUM	CD	_	_	3	compound	_	_
two	_	NUM	CD	_	_	3	compound	_	_
three	_	NUM	CD	_	_	4	compound	_	_
four	_	NUM	CD	_	_	5	nummod	_	_
five	_	NUM	CD	_	_	0	root	_	_
.	_	PUNCT	.	_	_	5	punct	_	_"
one two three four five .,"one	_	_	_	_	_	0	root	_	_
two	_	_	_	_	_	1	conj	_	_
three	_	_	_	_	_	1	conj	_	_
four	_	_	_	_	_	1	conj	_	_
five	_	_	_	_	_	1	conj	_	_
.	_	_	_	_	_	1	punct	_	_","one	_	_	_	_	_	0	root	_	_
two	_	_	_	_	_	1	conj	_	_
three	_	_	_	_	_	1	conj	_	_
four	_	_	_	_	_	1	conj	_	_
five	_	_	_	_	_	1	conj	_	_
.	_	_	_	_	_	1	punct	_	_","one	_	NUM	CD	_	_	3	compound	_	_
two	_	NUM	CD	_	_	3	compound	_	_
three	_	NUM	CD	_	_	4	compound	_	_
four	_	NUM	CD	_	_	5	nummod	_	_
five	_	NUM	CD	_	_	0	root	_	_
.	_	PUNCT	.	_	_	5	punct	_	_"
one two three four five .,"one	_	_	_	_	_	0	root	_	_
two	_	_	_	_	_	1	conj	_	_
three	_	_	_	_	_	1	conj	_	_
four	_	_	_	_	_	1	conj	_	_
five	_	_	_	_	_	1	conj	_	_
.	_	_	_	_	_	1	punct	_	_","one	_	_	_	_	_	0	root	_	_
two	_	_	_	_	_	1	conj	_	_
three	_	_	_	_	_	1	conj	_	_
four	_	_	_	_	_	1	conj	_	_
five	_	_	_	_	_	1	conj	_	_
.	_	_	_	_	_	1	punct	_	_","one	_	NUM	CD	_	_	3	compound	_	_
two	_	NUM	CD	_	_	3	compound	_	_
three	_	NUM	CD	_	_	4	compound	_	_
four	_	NUM	CD	_	_	5	nummod	_	_
five	_	NUM	CD	_	_	0	root	_	_
.	_	PUNCT	.	_	_	5	punct	_	_"
seven eight nine ten .,"seven	_	_	_	_	_	0	root	_	_
eight	_	_	_	_	_	1	conj	_	_
nine	_	_	_	_	_	1	conj	_	_
ten	_	_	_	_	_	1	conj	_	_
.	_	_	_	_	_	1	punct	_	_","seven	_	_	_	_	_	0	root	_	_
eight	_	_	_	_	_	1	conj	_	_
nine	_	_	_	_	_	1	conj	_	_
ten	_	_	_	_	_	1	conj	_	_
.	_	_	_	_	_	1	punct	_	_","seven	_	NUM	CD	_	_	3	nummod	_	_
eight	_	NUM	CD	_	_	3	compound	_	_
nine	_	NUM	CD	_	_	4	nummod	_	_
ten	_	NUM	CD	_	_	0	root	_	_
.	_	PUNCT	.	_	_	4	punct	_	_"
crunch crunch .,"crunch	_	_	_	_	_	0	root	_	_
crunch	_	_	_	_	_	1	conj	_	_
.	_	_	_	_	_	1	punct	_	_","crunch	_	_	_	_	_	2	compound	_	_
crunch	_	_	_	_	_	0	root	_	_
.	_	_	_	_	_	2	punct	_	_","crunch	_	NOUN	NN	_	_	2	compound	_	_
crunch	_	NOUN	NN	_	_	0	root	_	_
.	_	PUNCT	.	_	_	2	punct	_	_"
blue blue blue .,"blue	_	_	_	_	_	0	root	_	_
blue	_	_	_	_	_	1	conj	_	_
blue	_	_	_	_	_	1	conj	_	_
.	_	_	_	_	_	1	punct	_	_","blue	_	_	_	_	_	0	root	_	_
blue	_	_	_	_	_	3	amod	_	_
blue	_	_	_	_	_	1	parataxis	_	_
.	_	_	_	_	_	1	punct	_	_","blue	_	ADJ	JJ	_	_	3	amod	_	_
blue	_	ADJ	JJ	_	_	3	amod	_	_
blue	_	NOUN	NN	_	_	0	root	_	_
.	_	PUNCT	.	_	_	3	punct	_	_"
my Fireman Sam .,"my	_	_	_	_	_	2	nmod:poss	_	_
Fireman	_	_	_	_	_	0	root	_	_
Sam	_	_	_	_	_	2	flat	_	_
.	_	_	_	_	_	2	punct	_	_","my	_	_	_	_	_	2	nmod:poss	_	_
Fireman	_	_	_	_	_	0	root	_	_
Sam	_	_	_	_	_	2	appos	_	_
.	_	_	_	_	_	2	punct	_	_","my	_	PRON	PRP$	_	_	3	nmod:poss	_	_
Fireman	_	PROPN	NNP	_	_	3	compound	_	_
Sam	_	PROPN	NNP	_	_	0	root	_	_
.	_	PUNCT	.	_	_	3	punct	_	_"
