Sentence,Roberta_CDS_biaffine,Roberta_eng_biaffine,Stanza_off_the_shelf
white white truck .,"white	_	_	_	_	_	2	reparandum	_	_
white	_	_	_	_	_	3	amod	_	_
truck	_	_	_	_	_	0	root	_	_
.	_	_	_	_	_	3	punct	_	_","white	_	_	_	_	_	3	amod	_	_
white	_	_	_	_	_	3	amod	_	_
truck	_	_	_	_	_	0	root	_	_
.	_	_	_	_	_	3	punct	_	_","white	_	ADJ	JJ	_	_	3	amod	_	_
white	_	ADJ	JJ	_	_	3	amod	_	_
truck	_	NOUN	NN	_	_	0	root	_	_
.	_	PUNCT	.	_	_	3	punct	_	_"
Nin Nin chair .,"Nin	_	_	_	_	_	2	reparandum	_	_
Nin	_	_	_	_	_	3	nummod	_	_
chair	_	_	_	_	_	0	root	_	_
.	_	_	_	_	_	3	punct	_	_","Nin	_	_	_	_	_	3	compound	_	_
Nin	_	_	_	_	_	3	compound	_	_
chair	_	_	_	_	_	0	root	_	_
.	_	_	_	_	_	3	punct	_	_","Nin	_	PROPN	NNP	_	_	0	root	_	_
Nin	_	PROPN	NNP	_	_	1	flat	_	_
chair	_	NOUN	NN	_	_	1	flat	_	_
.	_	PUNCT	.	_	_	1	punct	_	_"
Nin Nin chair .,"Nin	_	_	_	_	_	2	reparandum	_	_
Nin	_	_	_	_	_	3	nummod	_	_
chair	_	_	_	_	_	0	root	_	_
.	_	_	_	_	_	3	punct	_	_","Nin	_	_	_	_	_	3	compound	_	_
Nin	_	_	_	_	_	3	compound	_	_
chair	_	_	_	_	_	0	root	_	_
.	_	_	_	_	_	3	punct	_	_","Nin	_	PROPN	NNP	_	_	0	root	_	_
Nin	_	PROPN	NNP	_	_	1	flat	_	_
chair	_	NOUN	NN	_	_	1	flat	_	_
.	_	PUNCT	.	_	_	1	punct	_	_"
Nin Nin chair .,"Nin	_	_	_	_	_	2	reparandum	_	_
Nin	_	_	_	_	_	3	nummod	_	_
chair	_	_	_	_	_	0	root	_	_
.	_	_	_	_	_	3	punct	_	_","Nin	_	_	_	_	_	3	compound	_	_
Nin	_	_	_	_	_	3	compound	_	_
chair	_	_	_	_	_	0	root	_	_
.	_	_	_	_	_	3	punct	_	_","Nin	_	PROPN	NNP	_	_	0	root	_	_
Nin	_	PROPN	NNP	_	_	1	flat	_	_
chair	_	NOUN	NN	_	_	1	flat	_	_
.	_	PUNCT	.	_	_	1	punct	_	_"
Nin Nin chair .,"Nin	_	_	_	_	_	2	reparandum	_	_
Nin	_	_	_	_	_	3	nummod	_	_
chair	_	_	_	_	_	0	root	_	_
.	_	_	_	_	_	3	punct	_	_","Nin	_	_	_	_	_	3	compound	_	_
Nin	_	_	_	_	_	3	compound	_	_
chair	_	_	_	_	_	0	root	_	_
.	_	_	_	_	_	3	punct	_	_","Nin	_	PROPN	NNP	_	_	0	root	_	_
Nin	_	PROPN	NNP	_	_	1	flat	_	_
chair	_	NOUN	NN	_	_	1	flat	_	_
.	_	PUNCT	.	_	_	1	punct	_	_"
Nin Nin chair .,"Nin	_	_	_	_	_	2	reparandum	_	_
Nin	_	_	_	_	_	3	nummod	_	_
chair	_	_	_	_	_	0	root	_	_
.	_	_	_	_	_	3	punct	_	_","Nin	_	_	_	_	_	3	compound	_	_
Nin	_	_	_	_	_	3	compound	_	_
chair	_	_	_	_	_	0	root	_	_
.	_	_	_	_	_	3	punct	_	_","Nin	_	PROPN	NNP	_	_	0	root	_	_
Nin	_	PROPN	NNP	_	_	1	flat	_	_
chair	_	NOUN	NN	_	_	1	flat	_	_
.	_	PUNCT	.	_	_	1	punct	_	_"
Nin Nin chair .,"Nin	_	_	_	_	_	2	reparandum	_	_
Nin	_	_	_	_	_	3	nummod	_	_
chair	_	_	_	_	_	0	root	_	_
.	_	_	_	_	_	3	punct	_	_","Nin	_	_	_	_	_	3	compound	_	_
Nin	_	_	_	_	_	3	compound	_	_
chair	_	_	_	_	_	0	root	_	_
.	_	_	_	_	_	3	punct	_	_","Nin	_	PROPN	NNP	_	_	0	root	_	_
Nin	_	PROPN	NNP	_	_	1	flat	_	_
chair	_	NOUN	NN	_	_	1	flat	_	_
.	_	PUNCT	.	_	_	1	punct	_	_"
scissors all done .,"scissors	_	_	_	_	_	3	nsubj	_	_
all	_	_	_	_	_	3	advmod	_	_
done	_	_	_	_	_	0	root	_	_
.	_	_	_	_	_	3	punct	_	_","scissors	_	_	_	_	_	3	nsubj	_	_
all	_	_	_	_	_	3	advmod	_	_
done	_	_	_	_	_	0	root	_	_
.	_	_	_	_	_	3	punct	_	_","scissors	_	NOUN	NNS	_	_	3	nsubj	_	_
all	_	DET	DT	_	_	1	det	_	_
done	_	VERB	VBN	_	_	0	root	_	_
.	_	PUNCT	.	_	_	3	punct	_	_"
Nin Nin chair .,"Nin	_	_	_	_	_	2	reparandum	_	_
Nin	_	_	_	_	_	3	nummod	_	_
chair	_	_	_	_	_	0	root	_	_
.	_	_	_	_	_	3	punct	_	_","Nin	_	_	_	_	_	3	compound	_	_
Nin	_	_	_	_	_	3	compound	_	_
chair	_	_	_	_	_	0	root	_	_
.	_	_	_	_	_	3	punct	_	_","Nin	_	PROPN	NNP	_	_	0	root	_	_
Nin	_	PROPN	NNP	_	_	1	flat	_	_
chair	_	NOUN	NN	_	_	1	flat	_	_
.	_	PUNCT	.	_	_	1	punct	_	_"
Nin Nin chair .,"Nin	_	_	_	_	_	2	reparandum	_	_
Nin	_	_	_	_	_	3	nummod	_	_
chair	_	_	_	_	_	0	root	_	_
.	_	_	_	_	_	3	punct	_	_","Nin	_	_	_	_	_	3	compound	_	_
Nin	_	_	_	_	_	3	compound	_	_
chair	_	_	_	_	_	0	root	_	_
.	_	_	_	_	_	3	punct	_	_","Nin	_	PROPN	NNP	_	_	0	root	_	_
Nin	_	PROPN	NNP	_	_	1	flat	_	_
chair	_	NOUN	NN	_	_	1	flat	_	_
.	_	PUNCT	.	_	_	1	punct	_	_"
sit Nin Nin's knee now .,"sit	_	_	_	_	_	0	root	_	_
Nin	_	_	_	_	_	4	nmod:poss	_	_
Nin's	_	_	_	_	_	4	nmod:poss	_	_
knee	_	_	_	_	_	1	obl	_	_
now	_	_	_	_	_	1	advmod	_	_
.	_	_	_	_	_	1	punct	_	_","sit	_	_	_	_	_	0	root	_	_
Nin	_	_	_	_	_	4	nmod:poss	_	_
Nin's	_	_	_	_	_	2	flat	_	_
knee	_	_	_	_	_	1	obj	_	_
now	_	_	_	_	_	1	advmod	_	_
.	_	_	_	_	_	1	punct	_	_","sit	_	VERB	VB	_	_	0	root	_	_
Nin	_	PROPN	NNP	_	_	5	nmod:poss	_	_
Nin	_	PROPN	NNP	_	_	2	flat	_	_
's	_	PART	POS	_	_	2	case	_	_
knee	_	NOUN	NN	_	_	1	obj	_	_
now	_	ADV	RB	_	_	1	advmod	_	_
.	_	PUNCT	.	_	_	1	punct	_	_"
in case one used up .,"in	_	_	_	_	_	4	mark	_	_
case	_	_	_	_	_	4	mark	_	_
one	_	_	_	_	_	4	nsubj	_	_
used	_	_	_	_	_	0	root	_	_
up	_	_	_	_	_	4	compound:prt	_	_
.	_	_	_	_	_	4	punct	_	_","in	_	_	_	_	_	4	mark	_	_
case	_	_	_	_	_	1	fixed	_	_
one	_	_	_	_	_	4	nsubj	_	_
used	_	_	_	_	_	0	root	_	_
up	_	_	_	_	_	4	compound:prt	_	_
.	_	_	_	_	_	4	punct	_	_","in	_	ADP	IN	_	_	4	advmod	_	_
case	_	NOUN	NN	_	_	1	fixed	_	_
one	_	NUM	CD	_	_	4	nsubj	_	_
used	_	VERB	VBD	_	_	0	root	_	_
up	_	ADP	RP	_	_	4	compound:prt	_	_
.	_	PUNCT	.	_	_	4	punct	_	_"
in case another one used up we got another one .,"in	_	_	_	_	_	5	mark	_	_
case	_	_	_	_	_	5	mark	_	_
another	_	_	_	_	_	4	det	_	_
one	_	_	_	_	_	5	nsubj	_	_
used	_	_	_	_	_	8	advcl	_	_
up	_	_	_	_	_	5	compound:prt	_	_
we	_	_	_	_	_	8	nsubj	_	_
got	_	_	_	_	_	0	root	_	_
another	_	_	_	_	_	10	det	_	_
one	_	_	_	_	_	8	obj	_	_
.	_	_	_	_	_	8	punct	_	_","in	_	_	_	_	_	5	mark	_	_
case	_	_	_	_	_	5	obl	_	_
another	_	_	_	_	_	4	det	_	_
one	_	_	_	_	_	5	nsubj	_	_
used	_	_	_	_	_	8	advcl	_	_
up	_	_	_	_	_	5	compound:prt	_	_
we	_	_	_	_	_	8	nsubj	_	_
got	_	_	_	_	_	0	root	_	_
another	_	_	_	_	_	10	det	_	_
one	_	_	_	_	_	8	obj	_	_
.	_	_	_	_	_	8	punct	_	_","in	_	ADP	IN	_	_	5	mark	_	_
case	_	NOUN	NN	_	_	1	fixed	_	_
another	_	DET	DT	_	_	4	det	_	_
one	_	NOUN	NN	_	_	5	nsubj	_	_
used	_	VERB	VBD	_	_	8	advcl	_	_
up	_	ADP	RP	_	_	5	compound:prt	_	_
we	_	PRON	PRP	_	_	8	nsubj	_	_
got	_	VERB	VBD	_	_	0	root	_	_
another	_	DET	DT	_	_	10	det	_	_
one	_	NOUN	NN	_	_	8	obj	_	_
.	_	PUNCT	.	_	_	8	punct	_	_"
I smell waiting toast and food .,"I	_	_	_	_	_	2	nsubj	_	_
smell	_	_	_	_	_	0	root	_	_
waiting	_	_	_	_	_	4	amod	_	_
toast	_	_	_	_	_	2	obj	_	_
and	_	_	_	_	_	6	cc	_	_
food	_	_	_	_	_	4	conj	_	_
.	_	_	_	_	_	2	punct	_	_","I	_	_	_	_	_	2	nsubj	_	_
smell	_	_	_	_	_	0	root	_	_
waiting	_	_	_	_	_	4	amod	_	_
toast	_	_	_	_	_	2	obj	_	_
and	_	_	_	_	_	6	cc	_	_
food	_	_	_	_	_	4	conj	_	_
.	_	_	_	_	_	2	punct	_	_","I	_	PRON	PRP	_	_	2	nsubj	_	_
smell	_	VERB	VBP	_	_	0	root	_	_
waiting	_	VERB	VBG	_	_	2	xcomp	_	_
toast	_	NOUN	NN	_	_	3	obj	_	_
and	_	CCONJ	CC	_	_	6	cc	_	_
food	_	NOUN	NN	_	_	4	conj	_	_
.	_	PUNCT	.	_	_	2	punct	_	_"
I got new milk for us when when when that milk used up .,"I	_	_	_	_	_	2	nsubj	_	_
got	_	_	_	_	_	0	root	_	_
new	_	_	_	_	_	4	amod	_	_
milk	_	_	_	_	_	2	obj	_	_
for	_	_	_	_	_	6	case	_	_
us	_	_	_	_	_	2	obl	_	_
when	_	_	_	_	_	9	reparandum	_	_
when	_	_	_	_	_	9	reparandum	_	_
when	_	_	_	_	_	12	mark	_	_
that	_	_	_	_	_	11	det	_	_
milk	_	_	_	_	_	12	nsubj	_	_
used	_	_	_	_	_	2	advcl	_	_
up	_	_	_	_	_	12	compound:prt	_	_
.	_	_	_	_	_	2	punct	_	_","I	_	_	_	_	_	2	nsubj	_	_
got	_	_	_	_	_	0	root	_	_
new	_	_	_	_	_	4	amod	_	_
milk	_	_	_	_	_	2	obj	_	_
for	_	_	_	_	_	6	case	_	_
us	_	_	_	_	_	2	obl	_	_
when	_	_	_	_	_	12	advmod	_	_
when	_	_	_	_	_	12	advmod	_	_
when	_	_	_	_	_	12	advmod	_	_
that	_	_	_	_	_	11	det	_	_
milk	_	_	_	_	_	12	nsubj	_	_
used	_	_	_	_	_	2	advcl	_	_
up	_	_	_	_	_	12	compound:prt	_	_
.	_	_	_	_	_	2	punct	_	_","I	_	PRON	PRP	_	_	2	nsubj	_	_
got	_	VERB	VBD	_	_	0	root	_	_
new	_	ADJ	JJ	_	_	4	amod	_	_
milk	_	NOUN	NN	_	_	2	obj	_	_
for	_	ADP	IN	_	_	6	case	_	_
us	_	PRON	PRP	_	_	2	obl	_	_
when	_	ADV	WRB	_	_	12	advmod	_	_
when	_	ADV	WRB	_	_	12	advmod	_	_
when	_	ADV	WRB	_	_	12	advmod	_	_
that	_	DET	DT	_	_	11	det	_	_
milk	_	NOUN	NN	_	_	12	nsubj	_	_
used	_	VERB	VBD	_	_	2	advcl	_	_
up	_	ADP	RP	_	_	12	compound:prt	_	_
.	_	PUNCT	.	_	_	2	punct	_	_"
"where's my one baby , Mama ?","where's	_	_	_	_	_	0	root	_	_
my	_	_	_	_	_	4	nmod:poss	_	_
one	_	_	_	_	_	4	nummod	_	_
baby	_	_	_	_	_	1	nsubj	_	_
,	_	_	_	_	_	1	punct	_	_
Mama	_	_	_	_	_	1	vocative	_	_
?	_	_	_	_	_	1	punct	_	_","where's	_	_	_	_	_	0	root	_	_
my	_	_	_	_	_	4	nmod:poss	_	_
one	_	_	_	_	_	4	nummod	_	_
baby	_	_	_	_	_	1	nsubj	_	_
,	_	_	_	_	_	6	punct	_	_
Mama	_	_	_	_	_	1	vocative	_	_
?	_	_	_	_	_	1	punct	_	_","where	_	ADV	WRB	_	_	0	root	_	_
's	_	AUX	VBZ	_	_	1	cop	_	_
my	_	PRON	PRP$	_	_	5	nmod:poss	_	_
one	_	NUM	CD	_	_	5	nummod	_	_
baby	_	NOUN	NN	_	_	1	nsubj	_	_
,	_	PUNCT	,	_	_	7	punct	_	_
Mama	_	NOUN	NN	_	_	5	vocative	_	_
?	_	PUNCT	.	_	_	1	punct	_	_"
um Daddy telephone .,"um	_	_	_	_	_	3	discourse	_	_
Daddy	_	_	_	_	_	3	nmod:poss	_	_
telephone	_	_	_	_	_	0	root	_	_
.	_	_	_	_	_	3	punct	_	_","um	_	_	_	_	_	3	discourse	_	_
Daddy	_	_	_	_	_	3	compound	_	_
telephone	_	_	_	_	_	0	root	_	_
.	_	_	_	_	_	3	punct	_	_","um	_	INTJ	UH	_	_	3	discourse	_	_
Daddy	_	PROPN	NNP	_	_	3	compound	_	_
telephone	_	NOUN	NN	_	_	0	root	_	_
.	_	PUNCT	.	_	_	3	punct	_	_"
Mummy up .,"Mummy	_	_	_	_	_	2	nsubj	_	_
up	_	_	_	_	_	0	root	_	_
.	_	_	_	_	_	2	punct	_	_","Mummy	_	_	_	_	_	2	nsubj	_	_
up	_	_	_	_	_	0	root	_	_
.	_	_	_	_	_	2	punct	_	_","Mummy	_	NOUN	NN	_	_	0	root	_	_
up	_	ADP	RP	_	_	1	advmod	_	_
.	_	PUNCT	.	_	_	1	punct	_	_"
crane crane .,"crane	_	_	_	_	_	0	root	_	_
crane	_	_	_	_	_	1	conj	_	_
.	_	_	_	_	_	1	punct	_	_","crane	_	_	_	_	_	2	compound	_	_
crane	_	_	_	_	_	0	root	_	_
.	_	_	_	_	_	2	punct	_	_","crane	_	NOUN	NN	_	_	2	compound	_	_
crane	_	NOUN	NN	_	_	0	root	_	_
.	_	PUNCT	.	_	_	2	punct	_	_"
"blue car , blue one .","blue	_	_	_	_	_	2	amod	_	_
car	_	_	_	_	_	0	root	_	_
,	_	_	_	_	_	5	cc	_	_
blue	_	_	_	_	_	5	amod	_	_
one	_	_	_	_	_	2	conj	_	_
.	_	_	_	_	_	2	punct	_	_","blue	_	_	_	_	_	2	amod	_	_
car	_	_	_	_	_	0	root	_	_
,	_	_	_	_	_	5	punct	_	_
blue	_	_	_	_	_	5	amod	_	_
one	_	_	_	_	_	2	conj	_	_
.	_	_	_	_	_	2	punct	_	_","blue	_	ADJ	JJ	_	_	2	amod	_	_
car	_	NOUN	NN	_	_	0	root	_	_
,	_	PUNCT	,	_	_	5	punct	_	_
blue	_	ADJ	JJ	_	_	5	amod	_	_
one	_	NOUN	NN	_	_	2	conj	_	_
.	_	PUNCT	.	_	_	2	punct	_	_"
that's too !,"that's	_	_	_	_	_	0	root	_	_
too	_	_	_	_	_	1	advmod	_	_
!	_	_	_	_	_	1	punct	_	_","that's	_	_	_	_	_	2	nsubj	_	_
too	_	_	_	_	_	0	root	_	_
!	_	_	_	_	_	2	punct	_	_","that	_	PRON	DT	_	_	2	nsubj	_	_
's	_	AUX	VBZ	_	_	3	cop	_	_
too	_	ADV	RB	_	_	0	root	_	_
!	_	PUNCT	.	_	_	3	punct	_	_"
I lying on .,"I	_	_	_	_	_	2	nsubj	_	_
lying	_	_	_	_	_	0	root	_	_
on	_	_	_	_	_	2	obl	_	_
.	_	_	_	_	_	2	punct	_	_","I	_	_	_	_	_	2	nsubj	_	_
lying	_	_	_	_	_	0	root	_	_
on	_	_	_	_	_	2	compound:prt	_	_
.	_	_	_	_	_	2	punct	_	_","I	_	PRON	PRP	_	_	2	nsubj	_	_
lying	_	VERB	VBG	_	_	0	root	_	_
on	_	ADP	RP	_	_	2	compound:prt	_	_
.	_	PUNCT	.	_	_	2	punct	_	_"
got got two engines .,"got	_	_	_	_	_	2	reparandum	_	_
got	_	_	_	_	_	0	root	_	_
two	_	_	_	_	_	4	nummod	_	_
engines	_	_	_	_	_	2	obj	_	_
.	_	_	_	_	_	2	punct	_	_","got	_	_	_	_	_	2	reparandum	_	_
got	_	_	_	_	_	0	root	_	_
two	_	_	_	_	_	4	nummod	_	_
engines	_	_	_	_	_	2	obj	_	_
.	_	_	_	_	_	2	punct	_	_","got	_	AUX	VBD	_	_	2	aux	_	_
got	_	VERB	VBN	_	_	0	root	_	_
two	_	NUM	CD	_	_	4	nummod	_	_
engines	_	NOUN	NNS	_	_	2	obj	_	_
.	_	PUNCT	.	_	_	2	punct	_	_"
James putting the animals .,"James	_	_	_	_	_	2	nsubj	_	_
putting	_	_	_	_	_	0	root	_	_
the	_	_	_	_	_	4	det	_	_
animals	_	_	_	_	_	2	obj	_	_
.	_	_	_	_	_	2	punct	_	_","James	_	_	_	_	_	0	root	_	_
putting	_	_	_	_	_	1	parataxis	_	_
the	_	_	_	_	_	4	det	_	_
animals	_	_	_	_	_	2	obj	_	_
.	_	_	_	_	_	1	punct	_	_","James	_	PROPN	NNP	_	_	2	nsubj	_	_
putting	_	VERB	VBG	_	_	0	root	_	_
the	_	DET	DT	_	_	4	det	_	_
animals	_	NOUN	NNS	_	_	2	obj	_	_
.	_	PUNCT	.	_	_	2	punct	_	_"
Thomas very cross .,"Thomas	_	_	_	_	_	3	nsubj	_	_
very	_	_	_	_	_	3	advmod	_	_
cross	_	_	_	_	_	0	root	_	_
.	_	_	_	_	_	3	punct	_	_","Thomas	_	_	_	_	_	0	root	_	_
very	_	_	_	_	_	3	advmod	_	_
cross	_	_	_	_	_	1	parataxis	_	_
.	_	_	_	_	_	3	punct	_	_","Thomas	_	PROPN	NNP	_	_	3	nsubj	_	_
very	_	ADV	RB	_	_	3	advmod	_	_
cross	_	NOUN	NN	_	_	0	root	_	_
.	_	PUNCT	.	_	_	3	punct	_	_"
fat controller waking up two two ears .,"fat	_	_	_	_	_	2	amod	_	_
controller	_	_	_	_	_	3	nsubj	_	_
waking	_	_	_	_	_	0	root	_	_
up	_	_	_	_	_	3	compound:prt	_	_
two	_	_	_	_	_	6	reparandum	_	_
two	_	_	_	_	_	7	nummod	_	_
ears	_	_	_	_	_	3	obj	_	_
.	_	_	_	_	_	3	punct	_	_","fat	_	_	_	_	_	2	amod	_	_
controller	_	_	_	_	_	3	nsubj	_	_
waking	_	_	_	_	_	0	root	_	_
up	_	_	_	_	_	3	compound:prt	_	_
two	_	_	_	_	_	7	nummod	_	_
two	_	_	_	_	_	7	nummod	_	_
ears	_	_	_	_	_	3	obj	_	_
.	_	_	_	_	_	3	punct	_	_","fat	_	ADJ	JJ	_	_	2	amod	_	_
controller	_	NOUN	NN	_	_	0	root	_	_
waking	_	VERB	VBG	_	_	2	acl	_	_
up	_	ADP	RP	_	_	3	compound:prt	_	_
two	_	NUM	CD	_	_	7	nummod	_	_
two	_	NUM	CD	_	_	7	nummod	_	_
ears	_	NOUN	NNS	_	_	3	obj	_	_
.	_	PUNCT	.	_	_	2	punct	_	_"
I not looking this now .,"I	_	_	_	_	_	3	nsubj	_	_
not	_	_	_	_	_	3	advmod	_	_
looking	_	_	_	_	_	0	root	_	_
this	_	_	_	_	_	3	obj	_	_
now	_	_	_	_	_	3	advmod	_	_
.	_	_	_	_	_	3	punct	_	_","I	_	_	_	_	_	3	nsubj	_	_
not	_	_	_	_	_	3	advmod	_	_
looking	_	_	_	_	_	0	root	_	_
this	_	_	_	_	_	3	xcomp	_	_
now	_	_	_	_	_	3	advmod	_	_
.	_	_	_	_	_	3	punct	_	_","I	_	PRON	PRP	_	_	3	nsubj	_	_
not	_	PART	RB	_	_	3	advmod	_	_
looking	_	VERB	VBG	_	_	0	root	_	_
this	_	PRON	DT	_	_	3	obj	_	_
now	_	ADV	RB	_	_	3	advmod	_	_
.	_	PUNCT	.	_	_	3	punct	_	_"
fire the fire engine the big football .,"fire	_	_	_	_	_	0	root	_	_
the	_	_	_	_	_	4	det	_	_
fire	_	_	_	_	_	4	compound	_	_
engine	_	_	_	_	_	1	obj	_	_
the	_	_	_	_	_	7	det	_	_
big	_	_	_	_	_	7	amod	_	_
football	_	_	_	_	_	1	parataxis	_	_
.	_	_	_	_	_	1	punct	_	_","fire	_	_	_	_	_	0	root	_	_
the	_	_	_	_	_	4	det	_	_
fire	_	_	_	_	_	4	compound	_	_
engine	_	_	_	_	_	1	iobj	_	_
the	_	_	_	_	_	7	det	_	_
big	_	_	_	_	_	7	amod	_	_
football	_	_	_	_	_	1	obj	_	_
.	_	_	_	_	_	1	punct	_	_","fire	_	VERB	VB	_	_	0	root	_	_
the	_	DET	DT	_	_	4	det	_	_
fire	_	NOUN	NN	_	_	4	compound	_	_
engine	_	NOUN	NN	_	_	1	obj	_	_
the	_	DET	DT	_	_	7	det	_	_
big	_	ADJ	JJ	_	_	7	amod	_	_
football	_	NOUN	NN	_	_	1	obj	_	_
.	_	PUNCT	.	_	_	1	punct	_	_"
firemen fire .,"firemen	_	_	_	_	_	0	root	_	_
fire	_	_	_	_	_	1	conj	_	_
.	_	_	_	_	_	1	punct	_	_","firemen	_	_	_	_	_	2	nsubj	_	_
fire	_	_	_	_	_	0	root	_	_
.	_	_	_	_	_	2	punct	_	_","firemen	_	NOUN	NNS	_	_	2	compound	_	_
fire	_	NOUN	NN	_	_	0	root	_	_
.	_	PUNCT	.	_	_	2	punct	_	_"
the fire not again cross .,"the	_	_	_	_	_	2	det	_	_
fire	_	_	_	_	_	5	nsubj	_	_
not	_	_	_	_	_	5	advmod	_	_
again	_	_	_	_	_	5	advmod	_	_
cross	_	_	_	_	_	0	root	_	_
.	_	_	_	_	_	5	punct	_	_","the	_	_	_	_	_	2	det	_	_
fire	_	_	_	_	_	5	nsubj	_	_
not	_	_	_	_	_	4	advmod	_	_
again	_	_	_	_	_	5	advmod	_	_
cross	_	_	_	_	_	0	root	_	_
.	_	_	_	_	_	5	punct	_	_","the	_	DET	DT	_	_	2	det	_	_
fire	_	NOUN	NN	_	_	5	nsubj	_	_
not	_	PART	RB	_	_	5	advmod	_	_
again	_	ADV	RB	_	_	5	advmod	_	_
cross	_	VERB	VB	_	_	0	root	_	_
.	_	PUNCT	.	_	_	5	punct	_	_"
uh Gordon get a fright .,"uh	_	_	_	_	_	3	discourse	_	_
Gordon	_	_	_	_	_	3	vocative	_	_
get	_	_	_	_	_	0	root	_	_
a	_	_	_	_	_	5	det	_	_
fright	_	_	_	_	_	3	obj	_	_
.	_	_	_	_	_	3	punct	_	_","uh	_	_	_	_	_	3	discourse	_	_
Gordon	_	_	_	_	_	3	vocative	_	_
get	_	_	_	_	_	0	root	_	_
a	_	_	_	_	_	5	det	_	_
fright	_	_	_	_	_	3	obj	_	_
.	_	_	_	_	_	3	punct	_	_","uh	_	INTJ	UH	_	_	3	discourse	_	_
Gordon	_	PROPN	NNP	_	_	3	nsubj	_	_
get	_	VERB	VBP	_	_	0	root	_	_
a	_	DET	DT	_	_	5	det	_	_
fright	_	NOUN	NN	_	_	3	obj	_	_
.	_	PUNCT	.	_	_	3	punct	_	_"
Gordon get frightened .,"Gordon	_	_	_	_	_	2	nsubj	_	_
get	_	_	_	_	_	0	root	_	_
frightened	_	_	_	_	_	2	xcomp	_	_
.	_	_	_	_	_	2	punct	_	_","Gordon	_	_	_	_	_	3	nsubj:pass	_	_
get	_	_	_	_	_	0	root	_	_
frightened	_	_	_	_	_	2	xcomp	_	_
.	_	_	_	_	_	3	punct	_	_","Gordon	_	PROPN	NNP	_	_	3	nsubj:pass	_	_
get	_	AUX	VBP	_	_	3	aux:pass	_	_
frightened	_	VERB	VBN	_	_	0	root	_	_
.	_	PUNCT	.	_	_	3	punct	_	_"
it's triangle .,"it's	_	_	_	_	_	2	nsubj	_	_
triangle	_	_	_	_	_	0	root	_	_
.	_	_	_	_	_	2	punct	_	_","it's	_	_	_	_	_	2	nsubj	_	_
triangle	_	_	_	_	_	0	root	_	_
.	_	_	_	_	_	2	punct	_	_","it	_	PRON	PRP	_	_	3	nsubj	_	_
's	_	AUX	VBZ	_	_	3	cop	_	_
triangle	_	NOUN	NN	_	_	0	root	_	_
.	_	PUNCT	.	_	_	3	punct	_	_"
lot lot lots of men in your side .,"lot	_	_	_	_	_	0	root	_	_
lot	_	_	_	_	_	3	conj	_	_
lots	_	_	_	_	_	1	conj	_	_
of	_	_	_	_	_	5	case	_	_
men	_	_	_	_	_	3	nmod	_	_
in	_	_	_	_	_	8	case	_	_
your	_	_	_	_	_	8	nmod:poss	_	_
side	_	_	_	_	_	5	nmod	_	_
.	_	_	_	_	_	3	punct	_	_","lot	_	_	_	_	_	3	reparandum	_	_
lot	_	_	_	_	_	3	compound	_	_
lots	_	_	_	_	_	0	root	_	_
of	_	_	_	_	_	5	case	_	_
men	_	_	_	_	_	3	nmod	_	_
in	_	_	_	_	_	8	case	_	_
your	_	_	_	_	_	8	nmod:poss	_	_
side	_	_	_	_	_	5	nmod	_	_
.	_	_	_	_	_	3	punct	_	_","lot	_	NOUN	NN	_	_	2	compound	_	_
lot	_	NOUN	NN	_	_	3	nmod:unmarked	_	_
lots	_	NOUN	NNS	_	_	0	root	_	_
of	_	ADP	IN	_	_	5	case	_	_
men	_	NOUN	NNS	_	_	3	nmod	_	_
in	_	ADP	IN	_	_	8	case	_	_
your	_	PRON	PRP$	_	_	8	nmod:poss	_	_
side	_	NOUN	NN	_	_	3	nmod	_	_
.	_	PUNCT	.	_	_	3	punct	_	_"
round a square .,"round	_	_	_	_	_	3	advmod	_	_
a	_	_	_	_	_	3	det	_	_
square	_	_	_	_	_	0	root	_	_
.	_	_	_	_	_	1	punct	_	_","round	_	_	_	_	_	3	case	_	_
a	_	_	_	_	_	3	det	_	_
square	_	_	_	_	_	0	root	_	_
.	_	_	_	_	_	3	punct	_	_","round	_	ADP	IN	_	_	3	case	_	_
a	_	DET	DT	_	_	3	det	_	_
square	_	NOUN	NN	_	_	0	root	_	_
.	_	PUNCT	.	_	_	3	punct	_	_"
I getting see something .,"I	_	_	_	_	_	2	nsubj	_	_
getting	_	_	_	_	_	0	root	_	_
see	_	_	_	_	_	2	xcomp	_	_
something	_	_	_	_	_	3	obj	_	_
.	_	_	_	_	_	2	punct	_	_","I	_	_	_	_	_	3	nsubj	_	_
getting	_	_	_	_	_	3	advmod	_	_
see	_	_	_	_	_	0	root	_	_
something	_	_	_	_	_	3	obj	_	_
.	_	_	_	_	_	3	punct	_	_","I	_	PRON	PRP	_	_	3	nsubj	_	_
getting	_	AUX	VBG	_	_	3	aux	_	_
see	_	VERB	VB	_	_	0	root	_	_
something	_	PRON	NN	_	_	3	obj	_	_
.	_	PUNCT	.	_	_	3	punct	_	_"
